# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2508, i.e. number of multipoles equal to 2507
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   37       1.568655659654e-10       5.863579088042e-15       2.486914912513e-13       5.357824328718e-17       9.717788565310e-11       9.783708184281e-12      -7.472419391222e-15 
   38       1.592772735975e-10       6.418015650062e-15       2.434759268004e-13       5.652189314204e-17       9.207256240969e-11       9.292488501536e-12      -7.019631631618e-15 
   39       1.617184366692e-10       7.005670688579e-15       2.369094131274e-13       5.954349050253e-17       8.734858674577e-11       8.820468910022e-12      -6.790100066987e-15 
   40       1.641904647350e-10       7.627107688117e-15       2.290392901141e-13       6.264270264712e-17       8.296098253413e-11       8.380926654015e-12      -6.778792611660e-15 
   41       1.666915660197e-10       8.282889358533e-15       2.199051826747e-13       6.581922025842e-17       7.885161044113e-11       7.984888238631e-12      -6.966456340013e-15 
   42       1.692225795658e-10       8.973830787057e-15       2.094508276940e-13       6.907293679988e-17       7.500838824921e-11       7.630510950380e-12      -7.295568874678e-15 
   43       1.717821757031e-10       9.700821016016e-15       1.975852148843e-13       7.240382712635e-17       7.142111374615e-11       7.310243403874e-12      -7.685568976812e-15 
   44       1.743647715442e-10       1.046475483230e-14       1.842055971383e-13       7.581190290173e-17       6.806369236097e-11       7.013445833844e-12      -8.038056351787e-15 
   45       1.769635725928e-10       1.126643253584e-14       1.692139440500e-13       7.929723938647e-17       6.490345896482e-11       6.729184825433e-12      -8.263897417485e-15 
   46       1.795816920709e-10       1.210622202481e-14       1.525740870276e-13       8.286005726364e-17       6.193544782817e-11       6.456123207357e-12      -8.376699328404e-15 
   47       1.822236988396e-10       1.298429676078e-14       1.342702732523e-13       8.650067111273e-17       5.915621599922e-11       6.195219162838e-12      -8.425481174864e-15 
   48       1.848922942414e-10       1.390072281758e-14       1.142915566287e-13       9.021947283000e-17       5.655350743133e-11       5.946930390622e-12      -8.469485485734e-15 
   49       1.875881232827e-10       1.485545370371e-14       9.263197800648e-14       9.401693640504e-17       5.410559756801e-11       5.711171352170e-12      -8.578742138886e-15 
   50       1.903106209519e-10       1.584843985706e-14       6.928440072108e-14       9.789358645272e-17       5.178783787242e-11       5.487487480301e-12      -8.813803991675e-15 
   51       1.930612600512e-10       1.688000418007e-14       4.421962646982e-14       1.018498826575e-16       4.959590422788e-11       5.275732738415e-12      -9.157160901910e-15 
   52       1.958408585699e-10       1.795055948941e-14       1.740192220158e-14       1.058863122193e-16       4.752772612792e-11       5.075502076206e-12      -9.564183571954e-15 
   53       1.986484848192e-10       1.906050296619e-14      -1.120524619771e-14       1.100034263550e-16       4.557652919234e-11       4.885898771769e-12      -9.981918330096e-15 
   54       2.014813173275e-10       2.021021637463e-14      -4.163933225605e-14       1.142018433695e-16       4.373051857314e-11       4.705501888743e-12      -1.034867088665e-14 
   55       2.043361382570e-10       2.139996920724e-14      -7.393050172278e-14       1.184821512369e-16       4.197647688118e-11       4.532809928789e-12      -1.060847336101e-14 
   56       2.072145690717e-10       2.262959944346e-14      -1.080743523125e-13       1.228445799695e-16       4.031232992381e-11       4.367775404306e-12      -1.075964752937e-14 
   57       2.101188901168e-10       2.389875386766e-14      -1.440526242611e-13       1.272892532376e-16       3.873714802690e-11       4.210594485148e-12      -1.081757664646e-14 
   58       2.130504462550e-10       2.520697470844e-14      -1.818407305724e-13       1.318162809018e-16       3.724734450061e-11       4.061250518227e-12      -1.080103922461e-14 
   59       2.160095704054e-10       2.655369607520e-14      -2.214075509982e-13       1.364257581689e-16       3.583651155913e-11       3.919500037716e-12      -1.073237265763e-14 
   60       2.189955070815e-10       2.793824039478e-14      -2.627152260164e-13       1.411177647480e-16       3.449525624046e-11       3.784858775256e-12      -1.063763684453e-14 
   61       2.220072440236e-10       2.935990068253e-14      -3.057286806245e-13       1.458922898062e-16       3.321380829138e-11       3.656766629641e-12      -1.054089853942e-14 
   62       2.250463982037e-10       3.081821699652e-14      -3.504471598415e-13       1.507489890630e-16       3.199089905596e-11       3.535157495665e-12      -1.044521504871e-14 
   63       2.281148448814e-10       3.231275599554e-14      -3.968794383139e-13       1.556873714273e-16       3.082659345548e-11       3.419993096426e-12      -1.034765304848e-14 
   64       2.312138199693e-10       3.384302975695e-14      -4.450348157857e-13       1.607068652504e-16       2.971961926590e-11       3.311087163435e-12      -1.024476873839e-14 
   65       2.343438723846e-10       3.540849493674e-14      -4.949232197970e-13       1.658068151275e-16       2.866729098992e-11       3.208097125077e-12      -1.013258492058e-14 
   66       2.375048164011e-10       3.700855192959e-14      -5.465553083830e-13       1.709864786994e-16       2.766543372915e-11       3.110515795057e-12      -1.000656807853e-14 
   67       2.406956840009e-10       3.864254402894e-14      -5.999425727724e-13       1.762450234535e-16       2.670830705614e-11       3.017663060862e-12      -9.861605455943e-15 
   68       2.439153711216e-10       4.030973998263e-14      -6.550906847272e-13       1.815816361044e-16       2.579013773278e-11       2.928851454589e-12      -9.693824210024e-15 
   69       2.471648349621e-10       4.200927943286e-14      -7.119777436677e-13       1.869958836198e-16       2.491024867298e-11       2.843940402032e-12      -9.506528142793e-15 
   70       2.504452583571e-10       4.374021486121e-14      -7.705717860831e-13       1.924874199380e-16       2.406883725847e-11       2.762879863837e-12      -9.305428258356e-15 
   71       2.537573659107e-10       4.550152597297e-14      -8.308370820824e-13       1.980558795483e-16       2.326542409224e-11       2.685542594717e-12      -9.096930880989e-15 
   72       2.571013940947e-10       4.729211843255e-14      -8.927340653226e-13       2.037008771716e-16       2.249881801770e-11       2.611720279026e-12      -8.888161845889e-15 
   73       2.604770613469e-10       4.911082259884e-14      -9.562192629351e-13       2.094220074414e-16       2.176708113767e-11       2.541119666333e-12      -8.686990689932e-15 
   74       2.638835381701e-10       5.095639226063e-14      -1.021245225454e-12       2.152188445840e-16       2.106749383352e-11       2.473358707000e-12      -8.502054842426e-15 
   75       2.673194172302e-10       5.282750337199e-14      -1.087760456743e-12       2.210909421000e-16       2.039651978417e-11       2.407962687751e-12      -8.342783815865e-15 
   76       2.707833790700e-10       5.472279019031e-14      -1.155713887533e-12       2.270380031022e-16       1.975068341766e-11       2.344488531345e-12      -8.217084931672e-15 
   77       2.742763954979e-10       5.664096409371e-14      -1.225069392730e-12       2.330604278979e-16       1.912946431855e-11       2.282932406338e-12      -8.123859807487e-15 
   78       2.777998755397e-10       5.858071423369e-14      -1.295793806397e-12       2.391588661450e-16       1.853286952859e-11       2.223389771385e-12      -8.059160824767e-15 
   79       2.813549900839e-10       6.054067156511e-14      -1.367852635727e-12       2.453340581812e-16       1.796055193074e-11       2.165932588894e-12      -8.018385152937e-15 
   80       2.849426562447e-10       6.251940834848e-14      -1.441210084134e-12       2.515868382045e-16       1.741179397841e-11       2.110608088716e-12      -7.996250988022e-15 
   81       2.885635217241e-10       6.451543765240e-14      -1.515829074357e-12       2.579181374529e-16       1.688549142470e-11       2.057437531824e-12      -7.986773791284e-15 
   82       2.922179491752e-10       6.652721285589e-14      -1.591671271553e-12       2.643289873854e-16       1.638013705165e-11       2.006414973998e-12      -7.983242527858e-15 
   83       2.959060005643e-10       6.855312715078e-14      -1.668697106398e-12       2.708205228612e-16       1.589380439945e-11       1.957506029506e-12      -7.978195905387e-15 
   84       2.996275797328e-10       7.059153475899e-14      -1.746864517143e-12       2.773938643402e-16       1.542461575129e-11       1.910655488860e-12      -7.964927299552e-15 
   85       3.033829214904e-10       7.264081971593e-14      -1.826124885586e-12       2.840497350765e-16       1.497227086838e-11       1.865814331199e-12      -7.942338231856e-15 
   86       3.071721553097e-10       7.469933763058e-14      -1.906426466584e-12       2.907887859995e-16       1.453674303352e-11       1.822914944082e-12      -7.910849671367e-15 
   87       3.109951415490e-10       7.676539485366e-14      -1.987715610742e-12       2.976117121815e-16       1.411780931633e-11       1.781861596087e-12      -7.870946788670e-15 
   88       3.148514584741e-10       7.883724834495e-14      -2.069936765975e-12       3.045192539848e-16       1.371504244125e-11       1.742529349306e-12      -7.823180886729e-15 
   89       3.187403892792e-10       8.091310554061e-14      -2.153032479078e-12       3.115121982086e-16       1.332780265548e-11       1.704762971833e-12      -7.768171331732e-15 
   90       3.226609091087e-10       8.299112422052e-14      -2.236943397293e-12       3.185913792362e-16       1.295522959704e-11       1.668375850254e-12      -7.706607483944e-15 
   91       3.266116720788e-10       8.506941237559e-14      -2.321608269877e-12       3.257576801814e-16       1.259623416271e-11       1.633148902141e-12      -7.639250628563e-15 
   92       3.305909982985e-10       8.714602807508e-14      -2.406963949671e-12       3.330120340359e-16       1.224949037600e-11       1.598829488541e-12      -7.566935906566e-15 
   93       3.345973487894e-10       8.921902132342e-14      -2.492946583208e-12       3.403552298976e-16       1.191374981132e-11       1.565187875783e-12      -7.490519456362e-15 
   94       3.386308601416e-10       9.128656712002e-14      -2.579495382385e-12       3.477872958290e-16       1.158885662390e-11       1.532198696880e-12      -7.410706550931e-15 
   95       3.426920177479e-10       9.334685225945e-14      -2.666549425589e-12       3.553080248694e-16       1.127487085548e-11       1.499884898228e-12      -7.328201062174e-15 
   96       3.467811822747e-10       9.539803556288e-14      -2.754046537343e-12       3.629171601749e-16       1.097175582584e-11       1.468262328496e-12      -7.243759109971e-15 
   97       3.508985833805e-10       9.743824832177e-14      -2.841923306188e-12       3.706143934891e-16       1.067937442842e-11       1.437339441082e-12      -7.158190240946e-15 
   98       3.550443134348e-10       9.946559474155e-14      -2.930115102566e-12       3.783993636150e-16       1.039748542603e-11       1.407116996576e-12      -7.072358607239e-15 
   99       3.592183212370e-10       1.014781523854e-13      -3.018556096703e-12       3.862716548858e-16       1.012573974650e-11       1.377587765219e-12      -6.987184145276e-15 
  100       3.634204057347e-10       1.034739726177e-13      -3.107179276490e-12       3.942307956367e-16       9.863676778311e-12       1.348736229367e-12      -6.903643754537e-15 
  101       3.676502097429e-10       1.054510810484e-13      -3.195916465368e-12       4.022762566758e-16       9.610720666278e-12       1.320538285952e-12      -6.822772476327e-15 
  102       3.719072136625e-10       1.074074779757e-13      -3.284698340209e-12       4.104074497556e-16       9.366176607215e-12       1.292960948937e-12      -6.745664672547e-15 
  103       3.761907291992e-10       1.093411388307e-13      -3.373454449201e-12       4.186237260444e-16       9.129227145584e-12       1.265962051785e-12      -6.673475204458e-15 
  104       3.805000349285e-10       1.112500633590e-13      -3.462113739517e-12       4.269246564331e-16       8.899117368827e-12       1.239506584231e-12      -6.607136711862e-15 
  105       3.848348173758e-10       1.131324297777e-13      -3.550606183008e-12       4.353109188750e-16       8.675746963520e-12       1.213618856831e-12      -6.546465416216e-15 
  106       3.891947780875e-10       1.149864623672e-13      -3.638861404477e-12       4.437835286205e-16       8.459151603748e-12       1.188336861191e-12      -6.490936159787e-15 
  107       3.935794924392e-10       1.168103855594e-13      -3.726808214706e-12       4.523435686353e-16       8.249319584503e-12       1.163696151547e-12      -6.439953601015e-15 
  108       3.979884049136e-10       1.186024249176e-13      -3.814374633938e-12       4.609921911685e-16       8.046190193160e-12       1.139729730020e-12      -6.392850273509e-15 
  109       4.024208243780e-10       1.203608081153e-13      -3.901487915359e-12       4.697306193208e-16       7.849652080966e-12       1.116467931874e-12      -6.348884645037e-15 
  110       4.068759193617e-10       1.220837659156e-13      -3.988074568587e-12       4.785601486131e-16       7.659541634511e-12       1.093938310768e-12      -6.307239176525e-15 
  111       4.113527133334e-10       1.237695331508e-13      -4.074060383157e-12       4.874821485551e-16       7.475641347218e-12       1.072165524014e-12      -6.267018381045e-15 
  112       4.158500799788e-10       1.254163497014e-13      -4.159370452001e-12       4.964980642133e-16       7.297678190820e-12       1.051171217832e-12      -6.227246882814e-15 
  113       4.203667384783e-10       1.270224614751e-13      -4.243929194937e-12       5.056094177796e-16       7.125321986840e-12       1.030973912604e-12      -6.186867476186e-15 
  114       4.249012487841e-10       1.285861213870e-13      -4.327660382154e-12       5.148178101397e-16       6.958183778075e-12       1.011588888134e-12      -6.144739184644e-15 
  115       4.294520068981e-10       1.301055903380e-13      -4.410487157694e-12       5.241249224416e-16       6.795814200074e-12       9.930280688978e-13      -6.099635319796e-15 
  116       4.340174845489e-10       1.315791845366e-13      -4.492333030762e-12       5.335323378021e-16       6.637801937945e-12       9.752942272515e-13      -6.050522469751e-15 
  117       4.385969913796e-10       1.330054218969e-13      -4.573124936185e-12       5.430409784820e-16       6.484086158675e-12       9.583630387952e-13      -5.997440095125e-15 
  118       4.431899969909e-10       1.343828953616e-13      -4.652790591877e-12       5.526516029085e-16       6.334679183384e-12       9.421986196499e-13      -5.940724728200e-15 
  119       4.477958922994e-10       1.357102295264e-13      -4.731257596009e-12       5.623649793931e-16       6.189569065388e-12       9.267588501046e-13      -5.880739149459e-15 
  120       4.524139869759e-10       1.369860820290e-13      -4.808453459043e-12       5.721818861091e-16       6.048718846601e-12       9.119952096328e-13      -5.817872930486e-15 
  121       4.570435068837e-10       1.382091449385e-13      -4.884305635782e-12       5.821031110697e-16       5.912065813952e-12       8.978526119092e-13      -5.752542976863e-15 
  122       4.616835915172e-10       1.393781461437e-13      -4.958741557405e-12       5.921294521067e-16       5.779520755785e-12       8.842692398255e-13      -5.685194071062e-15 
  123       4.663332914404e-10       1.404918507428e-13      -5.031688663514e-12       6.022617168480e-16       5.650967218274e-12       8.711763805074e-13      -5.616299415347e-15 
  124       4.709915657248e-10       1.415490624324e-13      -5.103074434173e-12       6.125007226960e-16       5.526260761831e-12       8.584982603307e-13      -5.546361174666e-15 
  125       4.756572793886e-10       1.425486248959e-13      -5.172826421952e-12       6.228472968056e-16       5.405228217512e-12       8.461518799375e-13      -5.475911019549e-15 
  126       4.803292008345e-10       1.434894231934e-13      -5.240872283967e-12       6.333022760625e-16       5.287666943427e-12       8.340468492533e-13      -5.405510669007e-15 
  127       4.850059992883e-10       1.443703851502e-13      -5.307139813925e-12       6.438665070610e-16       5.173344081149e-12       8.220852225025e-13      -5.335752433424e-15 
  128       4.896862422376e-10       1.451904827458e-13      -5.371556974162e-12       6.545408460825e-16       5.061995812125e-12       8.101613332255e-13      -5.267259757456e-15 
  129       4.943685343631e-10       1.459487758074e-13      -5.434052652302e-12       6.653261093306e-16       4.953384015399e-12       7.981849858315e-13      -5.200553719591e-15 
  130       4.990519570076e-10       1.466445455585e-13      -5.494558957012e-12       6.762229175123e-16       4.847474847521e-12       7.861542571605e-13      -5.135634819504e-15 
  131       5.037356723011e-10       1.472771784134e-13      -5.553009235818e-12       6.872318340865e-16       4.744278439036e-12       7.740904067335e-13      -5.072356124663e-15 
  132       5.084187844549e-10       1.478461266623e-13      -5.609337409925e-12       6.983534131045e-16       4.643792919664e-12       7.620152382406e-13      -5.010552788971e-15 
  133       5.131003382129e-10       1.483509101620e-13      -5.663478011451e-12       7.095881988315e-16       4.546004085458e-12       7.499511016880e-13      -4.950041636497e-15 
  134       5.177793173019e-10       1.487911180287e-13      -5.715366220649e-12       7.209367253697e-16       4.450885065947e-12       7.379208955455e-13      -4.890620745210e-15 
  135       5.224546428831e-10       1.491664103290e-13      -5.764937903133e-12       7.323995162796e-16       4.358395991295e-12       7.259480688935e-13      -4.832069030707e-15 
  136       5.271251720023e-10       1.494765197718e-13      -5.812129647109e-12       7.439770842027e-16       4.268483659447e-12       7.140566235703e-13      -4.774145829947e-15 
  137       5.317896960417e-10       1.497212534004e-13      -5.856878800602e-12       7.556699304837e-16       4.181081203285e-12       7.022711163195e-13      -4.716590484979e-15 
  138       5.364469391699e-10       1.499004942839e-13      -5.899123508679e-12       7.674785447922e-16       4.096107757777e-12       6.906166609371e-13      -4.659121926676e-15 
  139       5.410955567934e-10       1.500142032089e-13      -5.938802750678e-12       7.794034047453e-16       4.013468127131e-12       6.791189304188e-13      -4.601438258467e-15 
  140       5.457341340072e-10       1.500624203718e-13      -5.975856377439e-12       7.914449755298e-16       3.933052451943e-12       6.678041591074e-13      -4.543216340063e-15 
  141       5.503611840456e-10       1.500452670696e-13      -6.010225148525e-12       8.036037095241e-16       3.854735876353e-12       6.566991448397e-13      -4.484111371195e-15 
  142       5.549751467337e-10       1.499629473928e-13      -6.041850769453e-12       8.158800459203e-16       3.778378215193e-12       6.458312510942e-13      -4.423756475342e-15 
  143       5.595743869374e-10       1.498157499160e-13      -6.070675928918e-12       8.282744103470e-16       3.703823621141e-12       6.352284091380e-13      -4.361762283459e-15 
  144       5.641573203897e-10       1.496040598716e-13      -6.096644875480e-12       8.407872662460e-16       3.630933236763e-12       6.249141416958e-13      -4.297814782301e-15 
  145       5.687228084172e-10       1.493283934478e-13      -6.119705133087e-12       8.534192755117e-16       3.559687481335e-12       6.148920764972e-13      -4.231980610190e-15 
  146       5.732697993648e-10       1.489893701035e-13      -6.139806026232e-12       8.661711530444e-16       3.490093262346e-12       6.051599029468e-13      -4.164431208132e-15 
  147       5.777972039051e-10       1.485877041270e-13      -6.156898195654e-12       8.790436163375e-16       3.422151754096e-12       5.957141872776e-13      -4.095347405030e-15 
  148       5.823038942215e-10       1.481242063884e-13      -6.170933638667e-12       8.920373853968e-16       3.355858254420e-12       5.865503460856e-13      -4.024919566161e-15 
  149       5.867887031913e-10       1.475997860913e-13      -6.181865749487e-12       9.051531826604e-16       3.291202041402e-12       5.776626198662e-13      -3.953347741641e-15 
  150       5.912504235681e-10       1.470154525249e-13      -6.189649359558e-12       9.183917329182e-16       3.228166230099e-12       5.690440465484e-13      -3.880841814899e-15 
  151       5.956878071656e-10       1.463723168158e-13      -6.194240777882e-12       9.317537632316e-16       3.166727629258e-12       5.606864350311e-13      -3.807621651144e-15 
  152       6.000995640397e-10       1.456715936804e-13      -6.195597831343e-12       9.452400028529e-16       3.106856598039e-12       5.525803387176e-13      -3.733917245837e-15 
  153       6.044843616718e-10       1.449146031764e-13      -6.193679905037e-12       9.588511831452e-16       3.048516902734e-12       5.447150290514e-13      -3.659968873164e-15 
  154       6.088408241518e-10       1.441027724552e-13      -6.188447982599e-12       9.725880375018e-16       2.991665573485e-12       5.370784690514e-13      -3.586027234498e-15 
  155       6.131675313609e-10       1.432376375137e-13      -6.179864686530e-12       9.864513012662e-16       2.936252761008e-12       5.296572868471e-13      -3.512353606880e-15 
  156       6.174630181546e-10       1.423208449461e-13      -6.167894318524e-12       1.000441711651e-15       2.882221593308e-12       5.224367492140e-13      -3.439219991480e-15 
  157       6.217257735454e-10       1.413541536963e-13      -6.152502899797e-12       1.014560007658e-15       2.829508032403e-12       5.154007351088e-13      -3.366909262072e-15 
  158       6.259542398863e-10       1.403394368094e-13      -6.133658211411e-12       1.028806929998e-15       2.778040731043e-12       5.085317092051e-13      -3.295715313505e-15 
  159       6.301468120530e-10       1.392786831843e-13      -6.111329834607e-12       1.043183221011e-15       2.727740889430e-12       5.018106954281e-13      -3.225943210169e-15 
  160       6.343018366273e-10       1.381739993250e-13      -6.085489191126e-12       1.057689624583e-15       2.678522111936e-12       4.952172504903e-13      -3.157909334468e-15 
  161       6.384177291313e-10       1.370275643216e-13      -6.056109445013e-12       1.072326770299e-15       2.630308094161e-12       4.887333489879e-13      -3.091874511116e-15 
  162       6.424933390953e-10       1.358414866393e-13      -6.023165113596e-12       1.087094814549e-15       2.583087742624e-12       4.823554803454e-13      -3.027836422286e-15 
  163       6.465276158624e-10       1.346179379542e-13      -5.986632499015e-12       1.101993767382e-15       2.536864678312e-12       4.760835760382e-13      -2.965719033467e-15 
  164       6.505194931696e-10       1.333592003099e-13      -5.946489863031e-12       1.117023604812e-15       2.491639783991e-12       4.699171858450e-13      -2.905437807962e-15 
  165       6.544678888730e-10       1.320676676550e-13      -5.902717466713e-12       1.132184268205e-15       2.447411142959e-12       4.638554693798e-13      -2.846899546990e-15 
  166       6.583717046745e-10       1.307458473791e-13      -5.855297610134e-12       1.147475663667e-15       2.404173977802e-12       4.578971876239e-13      -2.790002229781e-15 
  167       6.622298258479e-10       1.293963618503e-13      -5.804214672054e-12       1.162897661432e-15       2.361920589149e-12       4.520406944575e-13      -2.734634853683e-15 
  168       6.660411209645e-10       1.280219499516e-13      -5.749455149617e-12       1.178450095247e-15       2.320640294427e-12       4.462839281921e-13      -2.680677274259e-15 
  169       6.698044416196e-10       1.266254686178e-13      -5.691007698035e-12       1.194132761757e-15       2.280319366617e-12       4.406244031019e-13      -2.628000045387e-15 
  170       6.735186221585e-10       1.252098943721e-13      -5.628863170281e-12       1.209945419897e-15       2.240940973006e-12       4.350592009560e-13      -2.576464259364e-15 
  171       6.771824794024e-10       1.237783248633e-13      -5.563014656781e-12       1.225887790277e-15       2.202485113947e-12       4.295849625502e-13      -2.525921387000e-15 
  172       6.807948123745e-10       1.223339804022e-13      -5.493457525098e-12       1.241959554567e-15       2.164928561611e-12       4.241978792391e-13      -2.476213117726e-15 
  173       6.843544020263e-10       1.208802054988e-13      -5.420189459629e-12       1.258160354886e-15       2.128244798741e-12       4.188936844678e-13      -2.427171199689e-15 
  174       6.878600109633e-10       1.194204703986e-13      -5.343210501290e-12       1.274489793188e-15       2.092403957412e-12       4.136676453039e-13      -2.378617279853e-15 
  175       6.913103831715e-10       1.179583726199e-13      -5.262523087209e-12       1.290947430650e-15       2.057372757779e-12       4.085145539691e-13      -2.330362744104e-15 
  176       6.947042437432e-10       1.164976384901e-13      -5.178132090415e-12       1.307532787058e-15       2.023114446841e-12       4.034287193719e-13      -2.282208557344e-15 
  177       6.980402986029e-10       1.150421246830e-13      -5.090044859527e-12       1.324245340195e-15       1.989588737186e-12       3.984039586387e-13      -2.233945103595e-15 
