# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3008, i.e. number of multipoles equal to 3007
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  131       5.021730947455e-10       1.477923531693e-13      -5.572484171894e-12       0.000000000000e+00       4.901105774251e-12       7.919529041767e-13      -5.076762447352e-15 
  132       5.068411390769e-10       1.483483717168e-13      -5.629231929264e-12       0.000000000000e+00       4.798334125081e-12       7.790708768021e-13      -5.002519097291e-15 
  133       5.115080176615e-10       1.488394300615e-13      -5.683786787386e-12       0.000000000000e+00       4.698426731278e-12       7.665072653792e-13      -4.929312659519e-15 
  134       5.161723254147e-10       1.492650110232e-13      -5.736081913155e-12       0.000000000000e+00       4.601229171666e-12       7.542529757861e-13      -4.857375029289e-15 
  135       5.208325706739e-10       1.496246629046e-13      -5.786051058925e-12       0.000000000000e+00       4.506565917894e-12       7.422968937163e-13      -4.786944845299e-15 
  136       5.254871732008e-10       1.499180010849e-13      -5.833628598031e-12       0.000000000000e+00       4.414239847801e-12       7.306258350042e-13      -4.718267551628e-15 
  137       5.301345996568e-10       1.501447374787e-13      -5.878750172746e-12       0.000000000000e+00       4.324074076501e-12       7.192271776790e-13      -4.651535343346e-15 
  138       5.347737900791e-10       1.503047689801e-13      -5.921354638664e-12       0.000000000000e+00       4.236043365082e-12       7.080971706721e-13      -4.586699858604e-15 
  139       5.394037719541e-10       1.503981012343e-13      -5.961382389798e-12       0.000000000000e+00       4.150155450614e-12       6.972333947045e-13      -4.523640131273e-15 
  140       5.440235255892e-10       1.504248233468e-13      -5.998774803236e-12       0.000000000000e+00       4.066409732538e-12       6.866321253520e-13      -4.462220651480e-15 
  141       5.486319829880e-10       1.503851096540e-13      -6.033474278540e-12       0.000000000000e+00       3.984797054646e-12       6.762883003920e-13      -4.402291045974e-15 
  142       5.532280267253e-10       1.502792214926e-13      -6.065424277153e-12       0.000000000000e+00       3.905299487049e-12       6.661954871492e-13      -4.343685758484e-15 
  143       5.578104888216e-10       1.501075089706e-13      -6.094569361806e-12       0.000000000000e+00       3.827890108155e-12       6.563458498429e-13      -4.286223730085e-15 
  144       5.623781496189e-10       1.498704127369e-13      -6.120855235922e-12       0.000000000000e+00       3.752532786641e-12       6.467301169328e-13      -4.229708079559e-15 
  145       5.669297366549e-10       1.495684657519e-13      -6.144228783017e-12       0.000000000000e+00       3.679181963426e-12       6.373375484660e-13      -4.173925783756e-15 
  146       5.714639235382e-10       1.492022950571e-13      -6.164638106113e-12       0.000000000000e+00       3.607782433647e-12       6.281559034231e-13      -4.118647357958e-15 
  147       5.759793288235e-10       1.487726235459e-13      -6.182032567136e-12       0.000000000000e+00       3.538269128631e-12       6.191714070648e-13      -4.063626536242e-15 
  148       5.804745148862e-10       1.482802717335e-13      -6.196362826323e-12       0.000000000000e+00       3.470566897868e-12       6.103687182783e-13      -4.008599951838e-15 
  149       5.849479867976e-10       1.477261595269e-13      -6.207580881630e-12       0.000000000000e+00       3.404590290989e-12       6.017308969241e-13      -3.953286817497e-15 
  150       5.893981911998e-10       1.471113079954e-13      -6.215640108134e-12       0.000000000000e+00       3.340243339735e-12       5.932393711819e-13      -3.897388605849e-15 
  151       5.938235151807e-10       1.464368411406e-13      -6.220495297439e-12       0.000000000000e+00       3.277419339931e-12       5.848739048975e-13      -3.840588729769e-15 
  152       5.982222851487e-10       1.457039876664e-13      -6.222102697079e-12       0.000000000000e+00       3.216000633465e-12       5.766125649293e-13      -3.782552222735e-15 
  153       6.025928894721e-10       1.449140671012e-13      -6.220420295682e-12       0.000000000000e+00       3.155882935646e-12       5.684367740874e-13      -3.723007061849e-15 
  154       6.069341615878e-10       1.440684429862e-13      -6.215408625337e-12       0.000000000000e+00       3.097051320191e-12       5.603470670863e-13      -3.661997313963e-15 
  155       6.112450305183e-10       1.431685686910e-13      -6.207030109270e-12       0.000000000000e+00       3.039510913249e-12       5.523487434644e-13      -3.599653016321e-15 
  156       6.155243998169e-10       1.422160043478e-13      -6.195248863114e-12       0.000000000000e+00       2.983262890446e-12       5.444469068991e-13      -3.536110743725e-15 
  157       6.197711470731e-10       1.412124185413e-13      -6.180030735561e-12       0.000000000000e+00       2.928304383874e-12       5.366464584546e-13      -3.471513704703e-15 
  158       6.239841234178e-10       1.401595899996e-13      -6.161343349019e-12       0.000000000000e+00       2.874628389070e-12       5.289520898288e-13      -3.406011837666e-15 
  159       6.281621530289e-10       1.390594092846e-13      -6.139156140273e-12       0.000000000000e+00       2.822223671998e-12       5.213682766003e-13      -3.339761907079e-15 
  160       6.323040326361e-10       1.379138804823e-13      -6.113440401136e-12       0.000000000000e+00       2.771074676030e-12       5.138992714755e-13      -3.272927599621e-15 
  161       6.364085310265e-10       1.367251228933e-13      -6.084169319110e-12       0.000000000000e+00       2.721161428931e-12       5.065490975360e-13      -3.205679620349e-15 
  162       6.404743885500e-10       1.354953727237e-13      -6.051318018039e-12       0.000000000000e+00       2.672459449840e-12       4.993215414854e-13      -3.138195788863e-15 
  163       6.445003166241e-10       1.342269847750e-13      -6.014863598770e-12       0.000000000000e+00       2.624939656252e-12       4.922201468967e-13      -3.070661135471e-15 
  164       6.484849972396e-10       1.329224341347e-13      -5.974785179805e-12       0.000000000000e+00       2.578568270998e-12       4.852482074591e-13      -3.003267997350e-15 
  165       6.524270824660e-10       1.315843178672e-13      -5.931063937960e-12       0.000000000000e+00       2.533306729232e-12       4.784087602256e-13      -2.936216114712e-15 
  166       6.563251939562e-10       1.302153567039e-13      -5.883683149025e-12       0.000000000000e+00       2.489111585407e-12       4.717045788596e-13      -2.869712726968e-15 
  167       6.601779224523e-10       1.288183967335e-13      -5.832628228412e-12       0.000000000000e+00       2.445934420265e-12       4.651381668823e-13      -2.803972668891e-15 
  168       6.639838272908e-10       1.273964110931e-13      -5.777886771821e-12       0.000000000000e+00       2.403721747809e-12       4.587117509198e-13      -2.739218466781e-15 
  169       6.677414359078e-10       1.259525016580e-13      -5.719448595891e-12       0.000000000000e+00       2.362414922295e-12       4.524272739503e-13      -2.675680434629e-15 
  170       6.714492433441e-10       1.244899007327e-13      -5.657305778859e-12       0.000000000000e+00       2.321950045208e-12       4.462863885510e-13      -2.613596770278e-15 
  171       6.751058101752e-10       1.230118753594e-13      -5.591451985979e-12       0.000000000000e+00       2.282270893872e-12       4.402899826944e-13      -2.553162582483e-15 
  172       6.787100664986e-10       1.215214277519e-13      -5.521880297549e-12       0.000000000000e+00       2.243369111706e-12       4.344367269048e-13      -2.494372001353e-15 
  173       6.822610324633e-10       1.200215730068e-13      -5.448585276848e-12       0.000000000000e+00       2.205247206434e-12       4.287243924581e-13      -2.437163025880e-15 
  174       6.857577220343e-10       1.185154355201e-13      -5.371563706526e-12       0.000000000000e+00       2.167905790511e-12       4.231502993334e-13      -2.381467296677e-15 
  175       6.891991428995e-10       1.170062502803e-13      -5.290814626341e-12       0.000000000000e+00       2.131343541234e-12       4.177113075530e-13      -2.327209983776e-15 
  176       6.925842963766e-10       1.154973641619e-13      -5.206339370900e-12       0.000000000000e+00       2.095557160850e-12       4.124038085225e-13      -2.274309674434e-15 
  177       6.959121773203e-10       1.139922372183e-13      -5.118141607395e-12       0.000000000000e+00       2.060541336668e-12       4.072237163704e-13      -2.222678260938e-15 
  178       6.991817740285e-10       1.124944439748e-13      -5.026227373342e-12       0.000000000000e+00       2.026288701170e-12       4.021664592882e-13      -2.172220828406e-15 
