# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2508, i.e. number of multipoles equal to 2507
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  127       4.968043724054e-10       1.438986369970e-13      -5.316477459748e-12       0.000000000000e+00 
  128       5.009929930623e-10       1.447102124850e-13      -5.381244987171e-12       0.000000000000e+00 
  129       5.052082974928e-10       1.454597338692e-13      -5.444084401354e-12       0.000000000000e+00 
  130       5.094481920541e-10       1.461464678902e-13      -5.504927937694e-12       0.000000000000e+00 
  131       5.137113795099e-10       1.467697839036e-13      -5.563709424503e-12       0.000000000000e+00 
  132       5.179964018291e-10       1.473291164783e-13      -5.620363317774e-12       0.000000000000e+00 
  133       5.223016361268e-10       1.478239670782e-13      -5.674824739610e-12       0.000000000000e+00 
  134       5.266252906061e-10       1.482539057434e-13      -5.727029516657e-12       0.000000000000e+00 
  135       5.309654004989e-10       1.486185727718e-13      -5.776914218534e-12       0.000000000000e+00 
  136       5.353198240078e-10       1.489176804006e-13      -5.824416196271e-12       0.000000000000e+00 
  137       5.396862382470e-10       1.491510144876e-13      -5.869473620732e-12       0.000000000000e+00 
  138       5.440621351836e-10       1.493184361926e-13      -5.912025521054e-12       0.000000000000e+00 
  139       5.484448175792e-10       1.494198836590e-13      -5.952011823074e-12       0.000000000000e+00 
  140       5.528313949312e-10       1.494553736950e-13      -5.989373387765e-12       0.000000000000e+00 
  141       5.572187794138e-10       1.494250034554e-13      -6.024052049664e-12       0.000000000000e+00 
  142       5.616036818197e-10       1.493289521226e-13      -6.055990655307e-12       0.000000000000e+00 
  143       5.659826075012e-10       1.491674825885e-13      -6.085133101658e-12       0.000000000000e+00 
  144       5.703523652829e-10       1.489409563486e-13      -6.111424654995e-12       0.000000000000e+00 
  145       5.747116593135e-10       1.486498762912e-13      -6.134812861854e-12       0.000000000000e+00 
  146       5.790596471644e-10       1.482948513425e-13      -6.155246801367e-12       0.000000000000e+00 
  147       5.833954398498e-10       1.478765853747e-13      -6.172676852563e-12       0.000000000000e+00 
  148       5.877181007159e-10       1.473958789629e-13      -6.187054734410e-12       0.000000000000e+00 
  149       5.920266443307e-10       1.468536311427e-13      -6.198333545863e-12       0.000000000000e+00 
  150       5.963200353733e-10       1.462508411674e-13      -6.206467805902e-12       0.000000000000e+00 
  151       6.005971875230e-10       1.455886102657e-13      -6.211413493581e-12       0.000000000000e+00 
  152       6.048569623493e-10       1.448681433985e-13      -6.213128088067e-12       0.000000000000e+00 
  153       6.090981682009e-10       1.440907510171e-13      -6.211570608687e-12       0.000000000000e+00 
  154       6.133195590953e-10       1.432578508196e-13      -6.206701654970e-12       0.000000000000e+00 
  155       6.175198336083e-10       1.423709695093e-13      -6.198483446690e-12       0.000000000000e+00 
  156       6.216976337633e-10       1.414317445510e-13      -6.186879863914e-12       0.000000000000e+00 
  157       6.258515439208e-10       1.404419259295e-13      -6.171856487038e-12       0.000000000000e+00 
  158       6.299800896678e-10       1.394033779059e-13      -6.153380636836e-12       0.000000000000e+00 
  159       6.340817367073e-10       1.383180807759e-13      -6.131421414505e-12       0.000000000000e+00 
  160       6.381548897477e-10       1.371881326264e-13      -6.105949741702e-12       0.000000000000e+00 
  161       6.421979536091e-10       1.360157038179e-13      -6.076938241902e-12       0.000000000000e+00 
  162       6.462095249471e-10       1.348028922163e-13      -6.044360788585e-12       0.000000000000e+00 
  163       6.501882154398e-10       1.335518584579e-13      -6.008192993434e-12       0.000000000000e+00 
  164       6.541325902786e-10       1.322648736009e-13      -5.968412400437e-12       0.000000000000e+00 
  165       6.580411673436e-10       1.309443206651e-13      -5.924998525199e-12       0.000000000000e+00 
  166       6.619124163793e-10       1.295926961722e-13      -5.877932894257e-12       0.000000000000e+00 
  167       6.657447581703e-10       1.282126116854e-13      -5.827199084392e-12       0.000000000000e+00 
  168       6.695365637170e-10       1.268067953492e-13      -5.772782761941e-12       0.000000000000e+00 
  169       6.732861534113e-10       1.253780934295e-13      -5.714671722116e-12       0.000000000000e+00 
  170       6.769917962123e-10       1.239294718534e-13      -5.652855928312e-12       0.000000000000e+00 
  171       6.806517088221e-10       1.224640177487e-13      -5.587327551422e-12       0.000000000000e+00 
  172       6.842640548611e-10       1.209849409843e-13      -5.518081009153e-12       0.000000000000e+00 
  173       6.878269440440e-10       1.194955757099e-13      -5.445113005336e-12       0.000000000000e+00 
  174       6.913384313556e-10       1.179993818956e-13      -5.368422569241e-12       0.000000000000e+00 
  175       6.947965162262e-10       1.164999468721e-13      -5.288011094892e-12       0.000000000000e+00 
  176       6.981991417074e-10       1.150009868704e-13      -5.203882380375e-12       0.000000000000e+00 
  177       7.015441936478e-10       1.135063485616e-13      -5.116042667161e-12       0.000000000000e+00 
  178       7.048294998687e-10       1.120200105970e-13      -5.024500679410e-12       0.000000000000e+00 
  179       7.080528293398e-10       1.105460851479e-13      -4.929267663290e-12       0.000000000000e+00 
  180       7.112121422066e-10       1.090886739919e-13      -4.830356235920e-12       0.000000000000e+00 
  181       7.143063638201e-10       1.076514207655e-13      -4.727776747776e-12       0.000000000000e+00 
  182       7.173346707937e-10       1.062379259950e-13      -4.621540705960e-12       0.000000000000e+00 
  183       7.202962457792e-10       1.048518903486e-13      -4.511661973264e-12       0.000000000000e+00 
  184       7.231902775665e-10       1.034971156407e-13      -4.398156803103e-12       0.000000000000e+00 
  185       7.260159611834e-10       1.021775058357e-13      -4.281043874439e-12       0.000000000000e+00 
  186       7.287724979950e-10       1.008970680521e-13      -4.160344326713e-12       0.000000000000e+00 
  187       7.314590958036e-10       9.965991356710e-14      -4.036081794773e-12       0.000000000000e+00 
  188       7.340749689478e-10       9.847025882018e-14      -3.908282443803e-12       0.000000000000e+00 
  189       7.366193384028e-10       9.733242641750e-14      -3.776975004253e-12       0.000000000000e+00 
  190       7.390914318798e-10       9.625084613600e-14      -3.642190806768e-12       0.000000000000e+00 
  191       7.414904839253e-10       9.523005592750e-14      -3.503963817116e-12       0.000000000000e+00 
  192       7.438157360212e-10       9.427470292283e-14      -3.362330671117e-12       0.000000000000e+00 
  193       7.460664366842e-10       9.338954443594e-14      -3.217330709575e-12       0.000000000000e+00 
  194       7.482418415654e-10       9.257944896807e-14      -3.069006013203e-12       0.000000000000e+00 
  195       7.503412135503e-10       9.184939721185e-14      -2.917401437554e-12       0.000000000000e+00 
  196       7.523638228577e-10       9.120448305540e-14      -2.762564647951e-12       0.000000000000e+00 
  197       7.543089471402e-10       9.064991458652e-14      -2.604546154415e-12       0.000000000000e+00 
  198       7.561758715833e-10       9.019101509676e-14      -2.443399346593e-12       0.000000000000e+00 
  199       7.579638890050e-10       8.983322408557e-14      -2.279180528690e-12       0.000000000000e+00 
  200       7.596722999558e-10       8.958209826444e-14      -2.111948954396e-12       0.000000000000e+00 
  201       7.613004644608e-10       8.944304933994e-14      -1.941763693341e-12       0.000000000000e+00 
  202       7.628479611588e-10       8.942053440184e-14      -1.768673908396e-12       0.000000000000e+00 
  203       7.643144397361e-10       8.951880957264e-14      -1.592727950419e-12       0.000000000000e+00 
  204       7.656995705560e-10       8.974218825551e-14      -1.413976489712e-12       0.000000000000e+00 
  205       7.670030449115e-10       9.009504136040e-14      -1.232472541582e-12       0.000000000000e+00 
  206       7.682245752770e-10       9.058179753024e-14      -1.048271491906e-12       0.000000000000e+00 
  207       7.693638955610e-10       9.120694336714e-14      -8.614311226966e-13       0.000000000000e+00 
  208       7.704207613579e-10       9.197502365849e-14      -6.720116376657e-13       0.000000000000e+00 
  209       7.713949502011e-10       9.289064160321e-14      -4.800756877902e-13       0.000000000000e+00 
  210       7.722862618141e-10       9.395845903789e-14      -2.856883968754e-13       0.000000000000e+00 
  211       7.730945183640e-10       9.518319666292e-14      -8.891738712057e-14       0.000000000000e+00 
  212       7.738195647127e-10       9.656963426874e-14       1.101671953172e-13       0.000000000000e+00 
  213       7.744612686700e-10       9.812261096196e-14       3.114926547579e-13       0.000000000000e+00 
  214       7.750195212451e-10       9.984702539153e-14       5.149837204344e-13       0.000000000000e+00 
  215       7.754942368997e-10       1.017478359749e-13       7.205625209273e-13       0.000000000000e+00 
  216       7.758853537995e-10       1.038300611244e-13       9.281485586009e-13       0.000000000000e+00 
  217       7.761928340669e-10       1.060987794729e-13       1.137658684038e-12       0.000000000000e+00 
  218       7.764166640334e-10       1.085591301006e-13       1.349007070477e-12       0.000000000000e+00 
  219       7.765568544912e-10       1.112163127607e-13       1.562105188244e-12       0.000000000000e+00 
  220       7.766134409463e-10       1.140755881061e-13       1.776861779190e-12       0.000000000000e+00 
  221       7.765864838702e-10       1.171422779148e-13       1.993182831130e-12       0.000000000000e+00 
  222       7.764760689523e-10       1.204217653169e-13       2.210971552271e-12       0.000000000000e+00 
  223       7.762823073523e-10       1.239194950202e-13       2.430128345652e-12       0.000000000000e+00 
  224       7.760053234223e-10       1.276406075577e-13       2.650555880671e-12       0.000000000000e+00 
  225       7.756452164743e-10       1.315888154348e-13       2.872174722870e-12       0.000000000000e+00 
  226       7.752020970425e-10       1.357674551537e-13       3.094908659696e-12       0.000000000000e+00 
  227       7.746760994136e-10       1.401798460550e-13       3.318679680391e-12       0.000000000000e+00 
  228       7.740673818495e-10       1.448292896725e-13       3.543407962568e-12       0.000000000000e+00 
  229       7.733761268091e-10       1.497190690886e-13       3.769011858777e-12       0.000000000000e+00 
  230       7.726025411714e-10       1.548524482882e-13       3.995407883080e-12       0.000000000000e+00 
  231       7.717468564576e-10       1.602326715143e-13       4.222510697623e-12       0.000000000000e+00 
  232       7.708093290534e-10       1.658629626221e-13       4.450233099202e-12       0.000000000000e+00 
  233       7.697902404318e-10       1.717465244345e-13       4.678486005842e-12       0.000000000000e+00 
  234       7.686898973752e-10       1.778865380962e-13       4.907178443361e-12       0.000000000000e+00 
  235       7.675086321982e-10       1.842861624289e-13       5.136217531947e-12       0.000000000000e+00 
  236       7.662468029697e-10       1.909485332863e-13       5.365508472724e-12       0.000000000000e+00 
  237       7.649047937352e-10       1.978767629081e-13       5.594954534330e-12       0.000000000000e+00 
  238       7.634830147399e-10       2.050739392756e-13       5.824457039482e-12       0.000000000000e+00 
  239       7.619819026505e-10       2.125431254663e-13       6.053915351551e-12       0.000000000000e+00 
  240       7.604019207778e-10       2.202873590082e-13       6.283226861131e-12       0.000000000000e+00 
  241       7.587435592993e-10       2.283096512354e-13       6.512286972613e-12       0.000000000000e+00 
  242       7.570073354815e-10       2.366129866421e-13       6.740989090755e-12       0.000000000000e+00 
  243       7.551937939023e-10       2.452003222381e-13       6.969224607252e-12       0.000000000000e+00 
  244       7.533035066734e-10       2.540745869029e-13       7.196882887309e-12       0.000000000000e+00 
  245       7.513370736631e-10       2.632386807411e-13       7.423851256214e-12       0.000000000000e+00 
  246       7.492951227182e-10       2.726954744369e-13       7.650014985903e-12       0.000000000000e+00 
  247       7.471783098867e-10       2.824478086088e-13       7.875257281539e-12       0.000000000000e+00 
  248       7.449873196403e-10       2.924984931647e-13       8.099459268080e-12       0.000000000000e+00 
  249       7.427228650968e-10       3.028503066564e-13       8.322499976847e-12       0.000000000000e+00 
  250       7.403856777991e-10       3.135056332761e-13       8.544263744059e-12       0.000000000000e+00 
  251       7.379764759394e-10       3.244653519451e-13       8.764662907632e-12       0.000000000000e+00 
  252       7.354959947332e-10       3.357298818475e-13       8.983616394402e-12       0.000000000000e+00 
  253       7.329449968984e-10       3.472995376879e-13       9.201042426797e-12       0.000000000000e+00 
  254       7.303242728582e-10       3.591745283529e-13       9.416858523579e-12       0.000000000000e+00 
  255       7.276346409436e-10       3.713549555729e-13       9.630981500596e-12       0.000000000000e+00 
  256       7.248769475954e-10       3.838408125842e-13       9.843327471522e-12       0.000000000000e+00 
  257       7.220520675672e-10       3.966319827905e-13       1.005381184860e-11       0.000000000000e+00 
  258       7.191609041277e-10       4.097282384251e-13       1.026234934341e-11       0.000000000000e+00 
  259       7.162043892627e-10       4.231292392124e-13       1.046885396757e-11       0.000000000000e+00 
  260       7.131834838784e-10       4.368345310300e-13       1.067323903352e-11       0.000000000000e+00 
  261       7.100991780031e-10       4.508435445703e-13       1.087541715527e-11       0.000000000000e+00 
  262       7.069524909901e-10       4.651555940027e-13       1.107530024912e-11       0.000000000000e+00 
  263       7.037444717202e-10       4.797698756350e-13       1.127279953440e-11       0.000000000000e+00 
  264       7.004761988036e-10       4.946854665754e-13       1.146782553425e-11       0.000000000000e+00 
  265       6.971487807832e-10       5.099013233945e-13       1.166028807637e-11       0.000000000000e+00 
  266       6.937633563364e-10       5.254162807871e-13       1.185009629370e-11       0.000000000000e+00 
  267       6.903210944778e-10       5.412290502336e-13       1.203715862523e-11       0.000000000000e+00 
  268       6.868231947616e-10       5.573382186626e-13       1.222138281673e-11       0.000000000000e+00 
  269       6.832708874844e-10       5.737422471119e-13       1.240267592149e-11       0.000000000000e+00 
  270       6.796654338869e-10       5.904394693912e-13       1.258094430106e-11       0.000000000000e+00 
  271       6.760081263574e-10       6.074280907432e-13       1.275609362600e-11       0.000000000000e+00 
  272       6.723002886333e-10       6.247061865057e-13       1.292802887663e-11       0.000000000000e+00 
  273       6.685432760041e-10       6.422717007737e-13       1.309665434377e-11       0.000000000000e+00 
  274       6.647384755137e-10       6.601224450607e-13       1.326187362951e-11       0.000000000000e+00 
  275       6.608873061630e-10       6.782560969612e-13       1.342358964790e-11       0.000000000000e+00 
  276       6.569912191120e-10       6.966701988119e-13       1.358170462575e-11       0.000000000000e+00 
  277       6.530516978829e-10       7.153621563539e-13       1.373612010335e-11       0.000000000000e+00 
  278       6.490702585617e-10       7.343292373944e-13       1.388673693523e-11       0.000000000000e+00 
  279       6.450483705771e-10       7.535684541274e-13       1.403346305037e-11       0.000000000000e+00 
  280       6.409872140736e-10       7.730762060992e-13       1.417623717648e-11       0.000000000000e+00 
  281       6.368879103622e-10       7.928486161384e-13       1.431500634628e-11       0.000000000000e+00 
  282       6.327516002928e-10       8.128816435213e-13       1.444971826138e-11       0.000000000000e+00 
  283       6.285794443348e-10       8.331710824545e-13       1.458032130492e-11       0.000000000000e+00 
  284       6.243726226572e-10       8.537125605589e-13       1.470676455423e-11       0.000000000000e+00 
  285       6.201323352094e-10       8.745015373520e-13       1.482899779350e-11       0.000000000000e+00 
  286       6.158598018014e-10       8.955333027317e-13       1.494697152647e-11       0.000000000000e+00 
  287       6.115562621844e-10       9.168029754588e-13       1.506063698904e-11       0.000000000000e+00 
  288       6.072229761313e-10       9.383055016407e-13       1.516994616198e-11       0.000000000000e+00 
  289       6.028612235171e-10       9.600356532141e-13       1.527485178360e-11       0.000000000000e+00 
  290       5.984723043992e-10       9.819880264283e-13       1.537530736236e-11       0.000000000000e+00 
  291       5.940575390982e-10       1.004157040328e-12       1.547126718962e-11       0.000000000000e+00 
  292       5.896182682782e-10       1.026536935238e-12       1.556268635220e-11       0.000000000000e+00 
  293       5.851558530269e-10       1.049121771243e-12       1.564952074515e-11       0.000000000000e+00 
  294       5.806716749368e-10       1.071905426675e-12       1.573172708434e-11       0.000000000000e+00 
  295       5.761671361849e-10       1.094881596592e-12       1.580926291917e-11       0.000000000000e+00 
  296       5.716436596138e-10       1.118043791265e-12       1.588208664519e-11       0.000000000000e+00 
  297       5.671026888116e-10       1.141385334659e-12       1.595015751682e-11       0.000000000000e+00 
  298       5.625456881929e-10       1.164899362917e-12       1.601343565996e-11       0.000000000000e+00 
  299       5.579741430786e-10       1.188578822841e-12       1.607188208471e-11       0.000000000000e+00 
  300       5.533895597772e-10       1.212416470378e-12       1.612545869799e-11       0.000000000000e+00 
  301       5.487934656643e-10       1.236404869104e-12       1.617412831621e-11       0.000000000000e+00 
  302       5.441874092641e-10       1.260536388700e-12       1.621785467797e-11       0.000000000000e+00 
  303       5.395729603288e-10       1.284803203446e-12       1.625660245668e-11       0.000000000000e+00 
  304       5.349517099199e-10       1.309197290694e-12       1.629033727327e-11       0.000000000000e+00 
  305       5.303252704882e-10       1.333710429358e-12       1.631902570880e-11       0.000000000000e+00 
  306       5.256952759545e-10       1.358334198392e-12       1.634263531718e-11       0.000000000000e+00 
  307       5.210633817897e-10       1.383059975280e-12       1.636113463781e-11       0.000000000000e+00 
  308       5.164312650959e-10       1.407878934510e-12       1.637449320823e-11       0.000000000000e+00 
