# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
   90       3.223000049780e-10       8.282360194854e-14      -2.239513202215e-12       0.000000000000e+00 
   91       3.262442207553e-10       8.489981691667e-14      -2.324278268202e-12       0.000000000000e+00 
   92       3.302140845909e-10       8.697456039267e-14      -2.409766163954e-12       0.000000000000e+00 
   93       3.342110909005e-10       8.904595802892e-14      -2.495916940450e-12       0.000000000000e+00 
   94       3.382376573955e-10       9.111207945780e-14      -2.582662450504e-12       0.000000000000e+00 
   95       3.422962347196e-10       9.317095224986e-14      -2.669932410638e-12       0.000000000000e+00 
   96       3.463886157962e-10       9.522059346800e-14      -2.757655387574e-12       0.000000000000e+00 
   97       3.505137537988e-10       9.725910942731e-14      -2.845761935276e-12       0.000000000000e+00 
   98       3.546696200558e-10       9.928461069503e-14      -2.934181906446e-12       0.000000000000e+00 
   99       3.588538529462e-10       1.012951823826e-13      -3.022843507400e-12       0.000000000000e+00 
  100       3.630643028422e-10       1.032888956334e-13      -3.111676194486e-12       0.000000000000e+00 
  101       3.673007783079e-10       1.052638428866e-13      -3.200619812268e-12       0.000000000000e+00 
  102       3.715635251840e-10       1.072181084756e-13      -3.289616755706e-12       0.000000000000e+00 
  103       3.758526877784e-10       1.091497586659e-13      -3.378609235373e-12       0.000000000000e+00 
  104       3.801680627618e-10       1.110568565208e-13      -3.467535203937e-12       0.000000000000e+00 
  105       3.845083328748e-10       1.129375074703e-13      -3.556315420479e-12       0.000000000000e+00 
  106       3.888717206716e-10       1.147898210658e-13      -3.644864707148e-12       0.000000000000e+00 
  107       3.932562136385e-10       1.166118980329e-13      -3.733095903591e-12       0.000000000000e+00 
  108       3.976601604917e-10       1.184018545496e-13      -3.820924887886e-12       0.000000000000e+00 
  109       4.020841639652e-10       1.201578970259e-13      -3.908286392169e-12       0.000000000000e+00 
  110       4.065294221949e-10       1.218782585453e-13      -3.995120249003e-12       0.000000000000e+00 
  111       4.109971461350e-10       1.235611772209e-13      -4.081366596889e-12       0.000000000000e+00 
  112       4.154880823163e-10       1.252049048367e-13      -4.166962068724e-12       0.000000000000e+00 
  113       4.200010152739e-10       1.268077318490e-13      -4.251827711805e-12       0.000000000000e+00 
  114       4.245340738487e-10       1.283679674320e-13      -4.335879629602e-12       0.000000000000e+00 
  115       4.290851849571e-10       1.298839331914e-13      -4.419032714863e-12       0.000000000000e+00 
  116       4.336523799373e-10       1.313539883403e-13      -4.501203782185e-12       0.000000000000e+00 
  117       4.382347678241e-10       1.327766063870e-13      -4.582321375391e-12       0.000000000000e+00 
  118       4.428316704335e-10       1.341503098420e-13      -4.662317177770e-12       0.000000000000e+00 
  119       4.474423181854e-10       1.354736482349e-13      -4.741123034340e-12       0.000000000000e+00 
  120       4.520658472575e-10       1.367451994080e-13      -4.818670989930e-12       0.000000000000e+00 
  121       4.567012572219e-10       1.379635848517e-13      -4.894891800948e-12       0.000000000000e+00 
  122       4.613472844167e-10       1.391275149855e-13      -4.969710192700e-12       0.000000000000e+00 
  123       4.660025083677e-10       1.402357516209e-13      -5.043049117625e-12       0.000000000000e+00 
  124       4.706653868488e-10       1.412870957835e-13      -5.114831257449e-12       0.000000000000e+00 
  125       4.753342527155e-10       1.422803891199e-13      -5.184979048855e-12       0.000000000000e+00 
  126       4.800076219854e-10       1.432145346772e-13      -5.253416452872e-12       0.000000000000e+00 
  127       4.846851639387e-10       1.440885588883e-13      -5.320074433105e-12       0.000000000000e+00 
  128       4.893668344236e-10       1.449015592308e-13      -5.384886143649e-12       0.000000000000e+00 
  129       4.940525735402e-10       1.456526870145e-13      -5.447785278832e-12       0.000000000000e+00 
  130       4.987423048069e-10       1.463411489334e-13      -5.508706111960e-12       0.000000000000e+00 
  131       5.034356413920e-10       1.469662197882e-13      -5.567582794816e-12       0.000000000000e+00 
  132       5.081309706957e-10       1.475272789122e-13      -5.624347088335e-12       0.000000000000e+00 
  133       5.128262687962e-10       1.480237806364e-13      -5.678930458819e-12       0.000000000000e+00 
  134       5.175193816776e-10       1.484552450860e-13      -5.731264828492e-12       0.000000000000e+00 
  135       5.222080223635e-10       1.488212598106e-13      -5.781282609125e-12       0.000000000000e+00 
  136       5.268900168990e-10       1.491214933510e-13      -5.828917473650e-12       0.000000000000e+00 
  137       5.315640773035e-10       1.493557340870e-13      -5.874106690601e-12       0.000000000000e+00 
  138       5.362291041171e-10       1.495238585459e-13      -5.916789097818e-12       0.000000000000e+00 
  139       5.408839435284e-10       1.496258215191e-13      -5.956904424290e-12       0.000000000000e+00 
  140       5.455273861117e-10       1.496616577682e-13      -5.994393328523e-12       0.000000000000e+00 
  141       5.501581655636e-10       1.496314837322e-13      -6.029197436919e-12       0.000000000000e+00 
  142       5.547750823060e-10       1.495355067195e-13      -6.061259578579e-12       0.000000000000e+00 
  143       5.593773908903e-10       1.493740499172e-13      -6.090524435119e-12       0.000000000000e+00 
  144       5.639644490900e-10       1.491475331348e-13      -6.116938028994e-12       0.000000000000e+00 
  145       5.685355959896e-10       1.488564672778e-13      -6.140447572065e-12       0.000000000000e+00 
  146       5.730901514598e-10       1.485014560982e-13      -6.161001505138e-12       0.000000000000e+00 
  147       5.776274156319e-10       1.480831979457e-13      -6.178549537497e-12       0.000000000000e+00 
  148       5.821464526416e-10       1.476024873638e-13      -6.193042627194e-12       0.000000000000e+00 
  149       5.866454195868e-10       1.470602163597e-13      -6.204432836447e-12       0.000000000000e+00 
  150       5.911221718549e-10       1.464573765898e-13      -6.212673537552e-12       0.000000000000e+00 
  151       5.955744713825e-10       1.457950612601e-13      -6.217719509754e-12       0.000000000000e+00 
  152       5.999999849566e-10       1.450744668759e-13      -6.219526978451e-12       0.000000000000e+00 
  153       6.043962825152e-10       1.442968949922e-13      -6.218053654412e-12       0.000000000000e+00 
  154       6.087611797238e-10       1.434637482633e-13      -6.213259017907e-12       0.000000000000e+00 
  155       6.130938048707e-10       1.425765145005e-13      -6.205105118122e-12       0.000000000000e+00 
  156       6.173936277165e-10       1.416367844733e-13      -6.193555922696e-12       0.000000000000e+00 
  157       6.216601241058e-10       1.406462591835e-13      -6.178577119547e-12       0.000000000000e+00 
  158       6.258927759992e-10       1.396067515872e-13      -6.160136157309e-12       0.000000000000e+00 
  159       6.300910715042e-10       1.385201883158e-13      -6.138202285777e-12       0.000000000000e+00 
  160       6.342543530689e-10       1.373885954158e-13      -6.112746647757e-12       0.000000000000e+00 
  161       6.383813468135e-10       1.362140505275e-13      -6.083742478862e-12       0.000000000000e+00 
  162       6.424705911876e-10       1.349987297204e-13      -6.051165002846e-12       0.000000000000e+00 
  163       6.465205843726e-10       1.337449247262e-13      -6.014991422147e-12       0.000000000000e+00 
  164       6.505297836063e-10       1.324550445854e-13      -5.975200958578e-12       0.000000000000e+00 
  165       6.544966045065e-10       1.311316172943e-13      -5.931774893998e-12       0.000000000000e+00 
  166       6.584194203960e-10       1.297772914517e-13      -5.884696611005e-12       0.000000000000e+00 
  167       6.622966242424e-10       1.283948089370e-13      -5.833951175843e-12       0.000000000000e+00 
  168       6.661268218302e-10       1.269869168733e-13      -5.779523961925e-12       0.000000000000e+00 
  169       6.699086538555e-10       1.255564512695e-13      -5.721401986188e-12       0.000000000000e+00 
  170       6.736407343888e-10       1.241063668249e-13      -5.659574394714e-12       0.000000000000e+00 
  171       6.773216504664e-10       1.226397384517e-13      -5.594032501459e-12       0.000000000000e+00 
  172       6.809499616833e-10       1.211597627985e-13      -5.524769826968e-12       0.000000000000e+00 
  173       6.845241997846e-10       1.196697597731e-13      -5.451782137110e-12       0.000000000000e+00 
  174       6.880430086768e-10       1.181731349648e-13      -5.375067496541e-12       0.000000000000e+00 
  175       6.915055781884e-10       1.166732602710e-13      -5.294626353029e-12       0.000000000000e+00 
  176       6.949112452505e-10       1.151735863594e-13      -5.210461534337e-12       0.000000000000e+00 
  177       6.982593568239e-10       1.136776822472e-13      -5.122578272592e-12       0.000000000000e+00 
  178       7.015492700447e-10       1.121892366693e-13      -5.030984243066e-12       0.000000000000e+00 
  179       7.047803523694e-10       1.107120594473e-13      -4.935689602961e-12       0.000000000000e+00 
  180       7.079519817207e-10       1.092500828588e-13      -4.836707030189e-12       0.000000000000e+00 
  181       7.110634251008e-10       1.078073063094e-13      -4.734050992395e-12       0.000000000000e+00 
  182       7.141134633985e-10       1.063876226019e-13      -4.627735408412e-12       0.000000000000e+00 
  183       7.171007371299e-10       1.049949805298e-13      -4.517775875986e-12       0.000000000000e+00 
  184       7.200238650101e-10       1.036334414932e-13      -4.404190460641e-12       0.000000000000e+00 
  185       7.228814436553e-10       1.023071806611e-13      -4.286999731656e-12       0.000000000000e+00 
  186       7.256720472862e-10       1.010204881340e-13      -4.166226798046e-12       0.000000000000e+00 
  187       7.283942274302e-10       9.977777010614e-14      -4.041897344536e-12       0.000000000000e+00 
  188       7.310465126244e-10       9.858355002772e-14      -3.914039667545e-12       0.000000000000e+00 
  189       7.336275758079e-10       9.744239292490e-14      -3.782684041865e-12       0.000000000000e+00 
  190       7.361367512889e-10       9.635866952928e-14      -3.647860692105e-12       0.000000000000e+00 
  191       7.385735564736e-10       9.533677646824e-14      -3.509601736389e-12       0.000000000000e+00 
  192       7.409375279617e-10       9.438121239962e-14      -3.367941875330e-12       0.000000000000e+00 
  193       7.432282218087e-10       9.349657891725e-14      -3.222918425776e-12       0.000000000000e+00 
  194       7.454452137893e-10       9.268758145656e-14      -3.074571354552e-12       0.000000000000e+00 
  195       7.475880996606e-10       9.195903020015e-14      -2.922943312199e-12       0.000000000000e+00 
  196       7.496564954254e-10       9.131584098334e-14      -2.768079666716e-12       0.000000000000e+00 
  197       7.516499546581e-10       9.076294836567e-14      -2.610027578077e-12       0.000000000000e+00 
  198       7.535677132233e-10       9.030503590032e-14      -2.448833076391e-12       0.000000000000e+00 
  199       7.554089264449e-10       8.994678793645e-14      -2.284543835652e-12       0.000000000000e+00 
  200       7.571727503796e-10       8.969297631875e-14      -2.117210144430e-12       0.000000000000e+00 
  201       7.588583418251e-10       8.954846102278e-14      -1.946884936656e-12       0.000000000000e+00 
  202       7.604648583278e-10       8.951819079032e-14      -1.773623822417e-12       0.000000000000e+00 
  203       7.619914581908e-10       8.960720376476e-14      -1.597485118744e-12       0.000000000000e+00 
  204       7.634373004818e-10       8.982062812642e-14      -1.418529880404e-12       0.000000000000e+00 
  205       7.648016279060e-10       9.016357368515e-14      -1.236820507956e-12       0.000000000000e+00 
  206       7.660840218746e-10       9.064079687667e-14      -1.052416399305e-12       0.000000000000e+00 
  207       7.672841653438e-10       9.125701349323e-14      -8.653780525405e-13       0.000000000000e+00 
  208       7.684017617983e-10       9.201700593967e-14      -6.757684878653e-13       0.000000000000e+00 
  209       7.694365354950e-10       9.292562355893e-14      -4.836532743377e-13       0.000000000000e+00 
  210       7.703882317061e-10       9.398778295757e-14      -2.891005566215e-13       0.000000000000e+00 
  211       7.712566169630e-10       9.520846833127e-14      -9.218108173319e-14       0.000000000000e+00 
  212       7.720414792993e-10       9.659273179033e-14       1.070317742102e-13       0.000000000000e+00 
  213       7.727426284944e-10       9.814569368513e-14       3.084619792436e-13       0.000000000000e+00 
  214       7.733598963985e-10       9.987241347730e-14       5.120323540429e-13       0.000000000000e+00 
  215       7.738931374254e-10       1.017774920230e-13       7.176692656721e-13       0.000000000000e+00 
  216       7.743422285633e-10       1.038654431720e-13       9.252981977985e-13       0.000000000000e+00 
  217       7.747070695384e-10       1.061408208068e-13       1.134842221209e-12       0.000000000000e+00 
  218       7.749875830587e-10       1.086082188309e-13       1.346221971065e-12       0.000000000000e+00 
  219       7.751837150576e-10       1.112722711564e-13       1.559355624162e-12       0.000000000000e+00 
  220       7.752954349373e-10       1.141376516918e-13       1.774158876180e-12       0.000000000000e+00 
  221       7.753227358129e-10       1.172090743302e-13       1.990544918948e-12       0.000000000000e+00 
  222       7.752656347556e-10       1.204912929370e-13       2.208424417692e-12       0.000000000000e+00 
  223       7.751241497464e-10       1.239889695767e-13       2.427707550471e-12       0.000000000000e+00 
  224       7.748982283779e-10       1.277062697659e-13       2.648310319896e-12       0.000000000000e+00 
  225       7.745878150191e-10       1.316472410558e-13       2.870148605037e-12       0.000000000000e+00 
  226       7.741928738785e-10       1.358159421174e-13       3.093136118202e-12       0.000000000000e+00 
  227       7.737133891916e-10       1.402164424126e-13       3.317184387145e-12       0.000000000000e+00 
  228       7.731493654086e-10       1.448528218655e-13       3.542202737280e-12       0.000000000000e+00 
  229       7.725008273825e-10       1.497291705338e-13       3.768098273889e-12       0.000000000000e+00 
  230       7.717678205561e-10       1.548495882800e-13       3.994775864334e-12       0.000000000000e+00 
  231       7.709504111504e-10       1.602181844431e-13       4.222138120267e-12       0.000000000000e+00 
  232       7.700487446211e-10       1.658389333914e-13       4.450087419701e-12       0.000000000000e+00 
  233       7.690632246740e-10       1.717152319003e-13       4.678532149503e-12       0.000000000000e+00 
  234       7.679943457345e-10       1.778503136410e-13       4.907380816229e-12       0.000000000000e+00 
  235       7.668426359935e-10       1.842473901805e-13       5.136540027949e-12       0.000000000000e+00 
  236       7.656086577244e-10       1.909096503335e-13       5.365914480983e-12       0.000000000000e+00 
  237       7.642930076003e-10       1.978402595137e-13       5.595406946639e-12       0.000000000000e+00 
  238       7.628963170109e-10       2.050423590852e-13       5.824918257955e-12       0.000000000000e+00 
  239       7.614192523796e-10       2.125190657139e-13       6.054347296433e-12       0.000000000000e+00 
  240       7.598625154804e-10       2.202734707189e-13       6.283590978783e-12       0.000000000000e+00 
  241       7.582268437554e-10       2.283086394238e-13       6.512544243657e-12       0.000000000000e+00 
  242       7.565129565247e-10       2.366274657840e-13       6.741102772472e-12       0.000000000000e+00 
  243       7.547213894072e-10       2.452322279966e-13       6.969171359163e-12       0.000000000000e+00 
  244       7.528526506468e-10       2.541250051464e-13       7.196656013525e-12       0.000000000000e+00 
  245       7.509072745371e-10       2.633078186097e-13       7.423461264360e-12       0.000000000000e+00 
  246       7.488858216277e-10       2.727826311097e-13       7.649490151792e-12       0.000000000000e+00 
  247       7.467888789312e-10       2.825513457733e-13       7.874644219593e-12       0.000000000000e+00 
  248       7.446170601295e-10       2.926158051864e-13       8.098823507490e-12       0.000000000000e+00 
  249       7.423710057807e-10       3.029777904506e-13       8.321926543494e-12       0.000000000000e+00 
  250       7.400513835255e-10       3.136390202389e-13       8.543850336208e-12       0.000000000000e+00 
  251       7.376588882940e-10       3.246011498521e-13       8.764490367154e-12       0.000000000000e+00 
  252       7.351942587824e-10       3.358656370115e-13       8.983743272288e-12       0.000000000000e+00 
  253       7.326583275026e-10       3.474333326652e-13       9.201515072692e-12       0.000000000000e+00 
  254       7.300519740000e-10       3.593048649128e-13       9.417713400340e-12       0.000000000000e+00 
  255       7.273761090783e-10       3.714807689715e-13       9.632244848711e-12       0.000000000000e+00 
  256       7.246316750360e-10       3.839614859812e-13       9.845014970165e-12       0.000000000000e+00 
  257       7.218196459041e-10       3.967473618094e-13       1.005592827332e-11       0.000000000000e+00 
  258       7.189410276831e-10       4.098386458570e-13       1.026488822045e-11       0.000000000000e+00 
  259       7.159968585804e-10       4.232354898633e-13       1.047179722482e-11       0.000000000000e+00 
  260       7.129882092476e-10       4.369379467111e-13       1.067655664811e-11       0.000000000000e+00 
  261       7.099161830176e-10       4.509459692322e-13       1.087906679780e-11       0.000000000000e+00 
  262       7.067819161422e-10       4.652594090126e-13       1.107922692449e-11       0.000000000000e+00 
  263       7.035865456606e-10       4.798779044838e-13       1.127693827153e-11       0.000000000000e+00 
  264       7.003311105634e-10       4.948005408502e-13       1.147211341458e-11       0.000000000000e+00 
  265       6.970166456632e-10       5.100261691635e-13       1.166466742982e-11       0.000000000000e+00 
  266       6.936442136542e-10       5.255535139766e-13       1.185451489051e-11       0.000000000000e+00 
  267       6.902149052941e-10       5.413811719570e-13       1.204156986970e-11       0.000000000000e+00 
  268       6.867298395849e-10       5.575076105012e-13       1.222574594285e-11       0.000000000000e+00 
  269       6.831901639545e-10       5.739311663482e-13       1.240695619051e-11       0.000000000000e+00 
  270       6.795970544381e-10       5.906500441936e-13       1.258511320095e-11       0.000000000000e+00 
  271       6.759517158590e-10       6.076623153038e-13       1.276012907284e-11       0.000000000000e+00 
  272       6.722553820106e-10       6.249659161293e-13       1.293191541788e-11       0.000000000000e+00 
  273       6.685093158375e-10       6.425586469190e-13       1.310038336347e-11       0.000000000000e+00 
  274       6.647147928550e-10       6.604381045547e-13       1.326544648058e-11       0.000000000000e+00 
  275       6.608730500678e-10       6.786014799844e-13       1.342702973290e-11       0.000000000000e+00 
  276       6.569853347107e-10       6.970457474067e-13       1.358506100482e-11       0.000000000000e+00 
  277       6.530529209212e-10       7.157677276040e-13       1.373946822603e-11       0.000000000000e+00 
  278       6.490771098939e-10       7.347640864514e-13       1.389017937881e-11       0.000000000000e+00 
  279       6.450592300357e-10       7.540313334267e-13       1.403712250535e-11       0.000000000000e+00 
  280       6.410006371198e-10       7.735658201186e-13       1.418022571508e-11       0.000000000000e+00 
  281       6.369027144408e-10       7.933637387365e-13       1.431941719194e-11       0.000000000000e+00 
  282       6.327668729690e-10       8.134211206194e-13       1.445462520174e-11       0.000000000000e+00 
  283       6.285945515051e-10       8.337338347450e-13       1.458577809945e-11       0.000000000000e+00 
  284       6.243872168351e-10       8.542975862391e-13       1.471280433650e-11       0.000000000000e+00 
  285       6.201463638845e-10       8.751079148845e-13       1.483563246813e-11       0.000000000000e+00 
  286       6.158734707770e-10       8.961601844678e-13       1.495419408798e-11       0.000000000000e+00 
  287       6.115698611769e-10       9.174495532891e-13       1.506843278106e-11       0.000000000000e+00 
  288       6.072368352885e-10       9.389709992553e-13       1.517829563770e-11       0.000000000000e+00 
  289       6.028757144132e-10       9.607193274101e-13       1.528373037857e-11       0.000000000000e+00 
  290       5.984878410385e-10       9.826891684304e-13       1.538468536624e-11       0.000000000000e+00 
  291       5.940745789265e-10       1.004874977122e-12       1.548110961680e-11       0.000000000000e+00 
  292       5.896373132028e-10       1.027271030914e-12       1.557295281147e-11       0.000000000000e+00 
  293       5.851774504449e-10       1.049871428359e-12       1.566016530813e-11       0.000000000000e+00 
  294       5.806964187712e-10       1.072670087620e-12       1.574269815299e-11       0.000000000000e+00 
  295       5.761956679296e-10       1.095660744978e-12       1.582050309213e-11       0.000000000000e+00 
  296       5.716766693859e-10       1.118836953317e-12       1.589353258310e-11       0.000000000000e+00 
  297       5.671409164132e-10       1.142192080626e-12       1.596173980653e-11       0.000000000000e+00 
  298       5.625898893895e-10       1.165719381717e-12       1.602508101219e-11       0.000000000000e+00 
  299       5.580249496479e-10       1.189412220324e-12       1.608352265932e-11       0.000000000000e+00 
  300       5.534474406462e-10       1.213263854853e-12       1.613703464556e-11       0.000000000000e+00 
  301       5.488587223345e-10       1.237267364727e-12       1.618558801844e-11       0.000000000000e+00 
  302       5.442601711969e-10       1.261415648984e-12       1.622915499009e-11       0.000000000000e+00 
  303       5.396531802936e-10       1.285701424868e-12       1.626770895196e-11       0.000000000000e+00 
  304       5.350391593022e-10       1.310117226425e-12       1.630122448960e-11       0.000000000000e+00 
  305       5.304195345603e-10       1.334655403099e-12       1.632967739736e-11       0.000000000000e+00 
  306       5.257957491068e-10       1.359308118323e-12       1.635304469314e-11       0.000000000000e+00 
  307       5.211692627237e-10       1.384067348117e-12       1.637130463312e-11       0.000000000000e+00 
  308       5.165415519785e-10       1.408924879677e-12       1.638443672652e-11       0.000000000000e+00 
