# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2508, i.e. number of multipoles equal to 2507
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  132       5.360252773008e-10       1.478826465686e-13      -5.606685932244e-12       7.673301843832e-16       5.273319005594e-12       2.347104109529e-13      -4.983288567828e-15 
  133       5.394178972684e-10       1.483890805051e-13      -5.660550935003e-12       7.796818765734e-16       5.161544759243e-12       2.645875565825e-13      -4.937774270516e-15 
  134       5.428785451993e-10       1.488309880273e-13      -5.712187085977e-12       7.921561316613e-16       5.052858029423e-12       2.924220883554e-13      -4.891342323446e-15 
  135       5.464139059613e-10       1.492079280440e-13      -5.761534881554e-12       8.047526411302e-16       4.947056616567e-12       3.164767342018e-13      -4.843569267605e-15 
  136       5.500308580154e-10       1.495195260658e-13      -5.808535758289e-12       8.174710371822e-16       4.843913742212e-12       3.349164409345e-13      -4.794004677301e-15 
  137       5.537344550945e-10       1.497655038065e-13      -5.853131099964e-12       8.303111821206e-16       4.743225842208e-12       3.462126341655e-13      -4.742273252005e-15 
  138       5.575216318398e-10       1.499457680981e-13      -5.895259056343e-12       8.432740729430e-16       4.644962697413e-12       3.504069418597e-13      -4.688394119929e-15 
  139       5.613868470948e-10       1.500603342167e-13      -5.934857471147e-12       8.563610284158e-16       4.549131863287e-12       3.479755067351e-13      -4.632493739844e-15 
  140       5.653240345453e-10       1.501093004286e-13      -5.971864920271e-12       8.695734074260e-16       4.455731474872e-12       3.394355041434e-13      -4.574706380038e-15 
  141       5.693265916372e-10       1.500928497495e-13      -6.006220746069e-12       8.829126095737e-16       4.364750001225e-12       3.253459566120e-13      -4.515174247652e-15 
  142       5.733873684943e-10       1.500112517026e-13      -6.037865091649e-12       8.963800757643e-16       4.276165999834e-12       3.063085483853e-13      -4.454047618002e-15 
  143       5.774986568360e-10       1.498648640770e-13      -6.066738935154e-12       9.099772888010e-16       4.189947871050e-12       2.829684399664e-13      -4.391484963915e-15 
  144       5.816521788953e-10       1.496541346861e-13      -6.092784124055e-12       9.237057739774e-16       4.106053612507e-12       2.560150826592e-13      -4.327653085054e-15 
  145       5.858390763363e-10       1.493796031263e-13      -6.115943409436e-12       9.375670996699e-16       4.024430573546e-12       2.261830331096e-13      -4.262727237247e-15 
  146       5.900498991724e-10       1.490419025349e-13      -6.136160480281e-12       9.515628779301e-16       3.945015209644e-12       1.942527678475e-13      -4.196891261819e-15 
  147       5.942745946838e-10       1.486417613490e-13      -6.153379997766e-12       9.656947650772e-16       3.867732836832e-12       1.610514978285e-13      -4.130337714917e-15 
  148       5.985024963352e-10       1.481800050636e-13      -6.167547629543e-12       9.799644622906e-16       3.792497386123e-12       1.274539829753e-13      -4.063267996843e-15 
  149       6.027223126939e-10       1.476575579904e-13      -6.178610084030e-12       9.943737162023e-16       3.719211157938e-12       9.438334671980e-14      -3.995892481380e-15 
  150       6.069221163475e-10       1.470754450157e-13      -6.186515144697e-12       1.008924319489e-15       3.647764576526e-12       6.281189054460e-14      -3.928430645123e-15 
  151       6.110893328215e-10       1.464347933593e-13      -6.191211704358e-12       1.023618111466e-15       3.578035944391e-12       3.376190852459e-14      -3.861111196809e-15 
  152       6.152107294974e-10       1.457368343326e-13      -6.192649799452e-12       1.038456978677e-15       3.509891196718e-12       8.306501868834e-15      -3.794172206642e-15 
  153       6.192750019408e-10       1.449828886092e-13      -6.190782295070e-12       1.053442542856e-15       3.443211469162e-12      -1.265344469619e-14      -3.727819299671e-15 
  154       6.232808266750e-10       1.441743167957e-13      -6.185570044062e-12       1.068575190924e-15       3.377979200968e-12      -2.908337077184e-14      -3.662095591800e-15 
  155       6.272295391640e-10       1.433125675982e-13      -6.176977275004e-12       1.083854955554e-15       3.314199603064e-12      -4.118418811469e-14      -3.596999856309e-15 
  156       6.311226057921e-10       1.423991955582e-13      -6.164970026900e-12       1.099281818705e-15       3.251873460829e-12      -4.917456291034e-14      -3.532527289881e-15 
  157       6.349616260109e-10       1.414358627264e-13      -6.149516191878e-12       1.114855710630e-15       3.190997030169e-12      -5.329124122752e-14      -3.468669428349e-15 
  158       6.387483344852e-10       1.404243403380e-13      -6.130585557882e-12       1.130576508868e-15       3.131561933596e-12      -5.378937447205e-14      -3.405414062448e-15 
  159       6.424846032395e-10       1.393665104865e-13      -6.108149851368e-12       1.146444037252e-15       3.073555056304e-12      -5.094284484087e-14      -3.342745153568e-15 
  160       6.461724438039e-10       1.382643677983e-13      -6.082182780001e-12       1.162458064903e-15       3.016958442242e-12      -4.504459077606e-14      -3.280642749503e-15 
  161       6.498140093609e-10       1.371200211072e-13      -6.052660075346e-12       1.178618305234e-15       2.961749190196e-12      -3.640693241886e-14      -3.219082900206e-15 
  162       6.534115968910e-10       1.359356951290e-13      -6.019559535567e-12       1.194924414949e-15       2.907899349859e-12      -2.536189706372e-14      -3.158037573537e-15 
  163       6.569676493197e-10       1.347137321357e-13      -5.982861068119e-12       1.211375993042e-15       2.855375817913e-12      -1.226154461223e-14      -3.097474571019e-15 
  164       6.604847576632e-10       1.334565936298e-13      -5.942546732447e-12       1.227972579800e-15       2.804140234102e-12       2.521706972772e-15      -3.037357443584e-15 
  165       6.639656631748e-10       1.321668620194e-13      -5.898600782676e-12       1.244713655800e-15       2.754148877310e-12       1.859475621322e-14      -2.977645407327e-15 
  166       6.674132594916e-10       1.308472422919e-13      -5.851009710308e-12       1.261598640913e-15       2.705352561635e-12       3.554349266180e-14      -2.918293259260e-15 
  167       6.708305947799e-10       1.295005636889e-13      -5.799762286918e-12       1.278626893300e-15       2.657696532469e-12       5.293247144795e-14      -2.859251293060e-15 
  168       6.742208738823e-10       1.281297813806e-13      -5.744849606850e-12       1.295797708415e-15       2.611120362572e-12       7.030458782380e-14      -2.800465214822e-15 
  169       6.775874604637e-10       1.267379781401e-13      -5.686265129908e-12       1.313110318007e-15       2.565557848147e-12       8.718075171018e-14      -2.741876058809e-15 
  170       6.809338791573e-10       1.253283660178e-13      -5.624004724054e-12       1.330563889113e-15       2.520936904921e-12       1.030595622426e-13      -2.683420103207e-15 
  171       6.842628324451e-10       1.239041907807e-13      -5.558065217645e-12       1.348157676262e-15       2.477194084698e-12       1.175135582163e-13      -2.625044461559e-15 
  172       6.875731548178e-10       1.224684327827e-13      -5.488439831296e-12       1.365891494383e-15       2.434319700882e-12       1.304876566700e-13      -2.566755492305e-15 
  173       6.908626075793e-10       1.210240842446e-13      -5.415122445160e-12       1.383765283594e-15       2.392316283945e-12       1.420250906454e-13      -2.508574283036e-15 
  174       6.941288393939e-10       1.195742455132e-13      -5.338109091440e-12       1.401778959182e-15       2.351184255693e-12       1.521731412437e-13      -2.450521318003e-15 
  175       6.973693844118e-10       1.181221263385e-13      -5.257397991003e-12       1.419932411231e-15       2.310921884994e-12       1.609832061988e-13      -2.392616457821e-15 
  176       7.005816603961e-10       1.166710471516e-13      -5.172989589995e-12       1.438225504245e-15       2.271525243501e-12       1.685108684497e-13      -2.334878919180e-15 
