# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2508, i.e. number of multipoles equal to 2507
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   36       1.556403010380e-10       5.408155339399e-15       2.584516786191e-13       5.286466215496e-17       1.052226460154e-10       1.080517662300e-11      -9.767753675481e-15 
   37       1.580138093334e-10       5.935846389588e-15       2.550734822978e-13       5.585025979572e-17       9.962164772066e-11       1.027031401382e-11      -9.449075572767e-15 
   38       1.604196742700e-10       6.496649651890e-15       2.502107086569e-13       5.891744093926e-17       9.443825550021e-11       9.770058517455e-12      -8.846570393013e-15 
   39       1.628568892151e-10       7.091286170609e-15       2.437778929794e-13       6.206581367657e-17       8.959479527229e-11       9.299142940301e-12      -8.133743549354e-15 
   40       1.653254704985e-10       7.720412035261e-15       2.357940102932e-13       6.529515723259e-17       8.507644895192e-11       8.857619147004e-12      -7.426136145256e-15 
   41       1.678218872190e-10       8.384616269070e-15       2.263244598537e-13       6.860530225103e-17       8.087134386830e-11       8.445819045811e-12      -6.837384970195e-15 
   42       1.703369687038e-10       9.084417497172e-15       2.154594406565e-13       7.199608550615e-17       7.694622165476e-11       8.062304930187e-12      -6.501678582324e-15 
   43       1.728603633013e-10       9.820309339505e-15       2.032803658263e-13       7.546739176006e-17       7.325874161657e-11       7.704573181540e-12      -6.532301292115e-15 
   44       1.753968153063e-10       1.059292321648e-14       1.897432329282e-13       7.901929052380e-17       6.980323253679e-11       7.371798214231e-12      -6.879055719971e-15 
   45       1.779540815273e-10       1.140290939540e-14       1.747612778600e-13       8.265194507467e-17       6.657617717437e-11       7.062680384611e-12      -7.428349738509e-15 
   46       1.805381894216e-10       1.225089097503e-14       1.582360407582e-13       8.636558042898e-17       6.356247533744e-11       6.774561323303e-12      -8.040465559266e-15 
   47       1.831532297268e-10       1.313746292041e-14       1.400565687341e-13       9.016048772843e-17       6.073454078227e-11       6.503322087715e-12      -8.548029555684e-15 
   48       1.858013449936e-10       1.406312438268e-14       1.201212382273e-13       9.403702105887e-17       5.806079448971e-11       6.244572572411e-12      -8.801758549950e-15 
   49       1.884831752189e-10       1.502805535110e-14       9.841235646530e-14       9.799557661168e-17       5.553608282183e-11       5.997853854465e-12      -8.826517848844e-15 
   50       1.911971815499e-10       1.603227538354e-14       7.494121945396e-14       1.020366151845e-16       5.315828224234e-11       5.763445452395e-12      -8.706625041406e-15 
   51       1.939392688349e-10       1.707570056282e-14       4.972767642388e-14       1.061606731377e-16       5.091923830637e-11       5.541142412122e-12      -8.543274524635e-15 
   52       1.967025882506e-10       1.815813912767e-14       2.280048662917e-14       1.103683663946e-16       4.880434196653e-11       5.330219339985e-12      -8.455419390954e-15 
   53       1.994802023710e-10       1.927939617129e-14      -5.815992036010e-15       1.146603092919e-16       4.679711737221e-11       5.129742944984e-12      -8.549416775246e-15 
   54       2.022743392535e-10       2.043962940169e-14      -3.614657702880e-14       1.190368374243e-16       4.489534555908e-11       4.939686809797e-12      -8.816770222039e-15 
   55       2.050891739817e-10       2.163907724785e-14      -6.823137862935e-14       1.234982205032e-16       4.309834841312e-11       4.760040589856e-12      -9.211629502318e-15 
   56       2.079280989012e-10       2.287795799892e-14      -1.021133509559e-13       1.280447416888e-16       4.140213132855e-11       4.590465721638e-12      -9.679307343879e-15 
   57       2.107936462646e-10       2.415647000816e-14      -1.378385082557e-13       1.326766980202e-16       3.979916963934e-11       4.430274068238e-12      -1.015585161060e-14 
   58       2.136874108772e-10       2.547479189693e-14      -1.754561411956e-13       1.373944008450e-16       3.827819505077e-11       4.278406564923e-12      -1.056761748171e-14 
   59       2.166103633367e-10       2.683296541507e-14      -2.150047389393e-13       1.421980812059e-16       3.682729735000e-11       4.133720062851e-12      -1.084875662022e-14 
   60       2.195640503857e-10       2.823051179209e-14      -2.564654464002e-13       1.470875793630e-16       3.544455573328e-11       3.995974148246e-12      -1.099939916418e-14 
   61       2.225495370988e-10       2.966672649351e-14      -2.997981614313e-13       1.520625838010e-16       3.412950332534e-11       3.865036158362e-12      -1.104025122639e-14 
   62       2.255669779929e-10       3.114078503402e-14      -3.449546159083e-13       1.571227171989e-16       3.287992985980e-11       3.740582448717e-12      -1.099604178344e-14 
   63       2.286155529136e-10       3.265173920373e-14      -3.918781074704e-13       1.622675336382e-16       3.169178049305e-11       3.622087486049e-12      -1.089570221050e-14 
   64       2.316934029201e-10       3.419851329441e-14      -4.405032312618e-13       1.674965158113e-16       3.055905461814e-11       3.508812941274e-12      -1.077254581619e-14 
   65       2.347985480668e-10       3.578002463381e-14      -4.907700393025e-13       1.728090987276e-16       2.947546158867e-11       3.400010639628e-12      -1.065694849842e-14 
   66       2.379320106714e-10       3.739558333512e-14      -5.426706065354e-13       1.782047529388e-16       2.844002273281e-11       3.295605866940e-12      -1.055218576438e-14 
   67       2.410952408449e-10       3.904457071170e-14      -5.962118762635e-13       1.836829140013e-16       2.745247837493e-11       3.195639706047e-12      -1.045378422452e-14 
   68       2.442891569994e-10       4.072632214825e-14      -6.514022355071e-13       1.892429555202e-16       2.651158454409e-11       3.100063115929e-12      -1.035653926596e-14 
   69       2.475141091997e-10       4.244012680420e-14      -7.082516503151e-13       1.948841870994e-16       2.561506093230e-11       3.008732006687e-12      -1.025448482845e-14 
   70       2.507698425142e-10       4.418522731705e-14      -7.667718010759e-13       2.006058522904e-16       2.475953885274e-11       2.921402314521e-12      -1.014086318041e-14 
   71       2.540554603668e-10       4.596081950579e-14      -8.269762178293e-13       2.064071265423e-16       2.394050919794e-11       2.837725076707e-12      -1.000809469485e-14 
   72       2.573700054233e-10       4.776601362220e-14      -8.888712087782e-13       2.122872877006e-16       2.315348229278e-11       2.757340862353e-12      -9.850080837176e-15 
   73       2.607144127777e-10       4.959971015303e-14      -9.524263292488e-13       2.182462699508e-16       2.239784084698e-11       2.680194993761e-12      -9.669692068057e-15 
   74       2.640898671961e-10       5.146069953103e-14      -1.017598462386e-12       2.242842129938e-16       2.167363597232e-11       2.606274213215e-12      -9.472669315533e-15 
   75       2.674971966341e-10       5.334769732016e-14      -1.084340450083e-12       2.304013007740e-16       2.098041685907e-11       2.535510076925e-12      -9.265440768254e-15 
   76       2.709368496875e-10       5.525934304109e-14      -1.152601018093e-12       2.365977633679e-16       2.031720640298e-11       2.467776298403e-12      -9.055144921141e-15 
   77       2.744088730425e-10       5.719419899663e-14      -1.222324701138e-12       2.428738788735e-16       1.968247683235e-11       2.402886091836e-12      -8.849653621044e-15 
   78       2.779128889264e-10       5.915074909726e-14      -1.293451768019e-12       2.492299752988e-16       1.907412533504e-11       2.340589515457e-12      -8.657595112397e-15 
   79       2.814480725577e-10       6.112739768660e-14      -1.365918146730e-12       2.556664324511e-16       1.848944968560e-11       2.280570814927e-12      -8.488377082877e-15 
   80       2.850135986857e-10       6.312252152365e-14      -1.439660946403e-12       2.621837261197e-16       1.792581942667e-11       2.222526671083e-12      -8.349967275228e-15 
   81       2.886101201250e-10       6.513463871002e-14      -1.514636292315e-12       2.687825653075e-16       1.738287727041e-11       2.166422437337e-12      -8.241740744665e-15 
   82       2.922385060296e-10       6.716226709290e-14      -1.590804466005e-12       2.754637823916e-16       1.686067730242e-11       2.112275760642e-12      -8.160426667228e-15 
   83       2.958993819612e-10       6.920387352673e-14      -1.668124611852e-12       2.822282955773e-16       1.635901206872e-11       2.060078489021e-12      -8.102222247358e-15 
   84       2.995931160269e-10       7.125787368308e-14      -1.746554765833e-12       2.890771115694e-16       1.587740108342e-11       2.009795513171e-12      -8.062774236993e-15 
   85       3.033198050159e-10       7.332263186049e-14      -1.826051884271e-12       2.960113282450e-16       1.541507933638e-11       1.961363608069e-12      -8.037160454680e-15 
   86       3.070792605374e-10       7.539646079438e-14      -1.906571872597e-12       3.030321373254e-16       1.497098580093e-11       1.914690274572e-12      -8.019871304674e-15 
   87       3.108709951570e-10       7.747762146684e-14      -1.988069614102e-12       3.101408270482e-16       1.454375194156e-11       1.869652581021e-12      -8.004791296046e-15 
   88       3.146942085348e-10       7.956432291659e-14      -2.070498998698e-12       3.173387848394e-16       1.413169022156e-11       1.826096004849e-12      -7.985180561784e-15 
   89       3.185480958046e-10       8.165474643515e-14      -2.153811446825e-12       3.246272525943e-16       1.373319600610e-11       1.783872654074e-12      -7.955121502337e-15 
   90       3.224328583707e-10       8.374712292003e-14      -2.237951153168e-12       3.320065427023e-16       1.334805057417e-11       1.742965328126e-12      -7.914159071175e-15 
   91       3.263488268690e-10       8.583966736187e-14      -2.322859146345e-12       3.394767033927e-16       1.297630228414e-11       1.703380874426e-12      -7.863357735863e-15 
   92       3.302961441311e-10       8.793055571107e-14      -2.408474733453e-12       3.470377541586e-16       1.261786614922e-11       1.665111980439e-12      -7.803904572974e-15 
   93       3.342747561490e-10       9.001792505294e-14      -2.494735506278e-12       3.546896847231e-16       1.227251853833e-11       1.628136605238e-12      -7.737112736621e-15 
   94       3.382844030396e-10       9.209987378292e-14      -2.581577347508e-12       3.624324540047e-16       1.193989187696e-11       1.592417411069e-12      -7.664424926995e-15 
   95       3.423246100101e-10       9.417446178178e-14      -2.668934436943e-12       3.702659890835e-16       1.161946934804e-11       1.557901194917e-12      -7.587416858897e-15 
   96       3.463946783225e-10       9.623971059083e-14      -2.756739257705e-12       3.781901841671e-16       1.131057959284e-11       1.524518320069e-12      -7.507800730273e-15 
   97       3.504936762585e-10       9.829360358712e-14      -2.844922602451e-12       3.862048995561e-16       1.101239141184e-11       1.492182147680e-12      -7.427428690747e-15 
   98       3.546204300846e-10       1.003340861586e-13      -2.933413579584e-12       3.943099606105e-16       1.072390846558e-11       1.460788468336e-12      -7.348296310155e-15 
   99       3.587738150053e-10       1.023591142877e-13      -3.022141017181e-12       4.025052387059e-16       1.044419763310e-11       1.430240306303e-12      -7.272142441960e-15 
  100       3.629536945778e-10       1.043668077743e-13      -3.111037888261e-12       4.107909094207e-16       1.017312244815e-11       1.400527569785e-12      -7.199176647319e-15 
  101       3.671600981921e-10       1.063553191421e-13      -3.200037526770e-12       4.191672291681e-16       9.910704187023e-12       1.371657678942e-12      -7.129177126547e-15 
  102       3.713929276220e-10       1.083227879184e-13      -3.289072308648e-12       4.276344564283e-16       9.656895043168e-12       1.343630942097e-12      -7.061876837923e-15 
  103       3.756519516261e-10       1.102673413965e-13      -3.378073674979e-12       4.361928517081e-16       9.411575660292e-12       1.316440294850e-12      -6.996962074034e-15 
  104       3.799368005490e-10       1.121870953975e-13      -3.466972155141e-12       4.448426775008e-16       9.174552665443e-12       1.290071039192e-12      -6.934071038135e-15 
  105       3.842469609224e-10       1.140801550322e-13      -3.555697389967e-12       4.535841982459e-16       8.945556202099e-12       1.264500582615e-12      -6.872792420491e-15 
  106       3.885817700663e-10       1.159446154633e-13      -3.644178154890e-12       4.624176802888e-16       8.724237463259e-12       1.239698177225e-12      -6.812663974733e-15 
  107       3.929404106896e-10       1.177785626669e-13      -3.732342383103e-12       4.713433918403e-16       8.510166224522e-12       1.215624658853e-12      -6.753171094209e-15 
  108       3.973219054917e-10       1.195800741952e-13      -3.820117188707e-12       4.803616029367e-16       8.302828377181e-12       1.192232186170e-12      -6.693745388329e-15 
  109       4.017251117634e-10       1.213472199377e-13      -3.907428889868e-12       4.894725853992e-16       8.101623461308e-12       1.169463979797e-12      -6.633763258924e-15 
  110       4.061489130736e-10       1.230781096198e-13      -3.994203532331e-12       4.986767708599e-16       7.906000037326e-12       1.147267473920e-12      -6.572672721144e-15 
  111       4.105928337940e-10       1.247710405711e-13      -4.080368486459e-12       5.079752479108e-16       7.715886783804e-12       1.125636243804e-12      -6.510395367224e-15 
  112       4.150564934828e-10       1.264243703820e-13      -4.165851098859e-12       5.173693287996e-16       7.531312210837e-12       1.104572980824e-12      -6.446973420416e-15 
  113       4.195394134065e-10       1.280364730654e-13      -4.250578238042e-12       5.268603985470e-16       7.352270653901e-12       1.084076432025e-12      -6.382445927599e-15 
  114       4.240410130779e-10       1.296057402781e-13      -4.334476322491e-12       5.364499164600e-16       7.178721161619e-12       1.064141271056e-12      -6.316848596011e-15 
  115       4.285606067946e-10       1.311305825420e-13      -4.417471348735e-12       5.461394176449e-16       7.010586383522e-12       1.044757969099e-12      -6.250213629998e-15 
  116       4.330974001765e-10       1.326094304653e-13      -4.499488919413e-12       5.559305145206e-16       6.847751457817e-12       1.025912665802e-12      -6.182569567744e-15 
  117       4.376504867042e-10       1.340407359640e-13      -4.580454271355e-12       5.658248983319e-16       6.690062899153e-12       1.007587040205e-12      -6.113941118017e-15 
  118       4.422188442569e-10       1.354229734832e-13      -4.660292303642e-12       5.758243406625e-16       6.537327486383e-12       9.897581816741e-13      -6.044348996905e-15 
  119       4.468013316504e-10       1.367546412181e-13      -4.738927605684e-12       5.859306949482e-16       6.389311150333e-12       9.723984608316e-13      -5.973809764559e-15 
  120       4.513966851752e-10       1.380342623355e-13      -4.816284485291e-12       5.961458979902e-16       6.245737861564e-12       9.554754004849e-13      -5.902335661929e-15 
  121       4.560035151346e-10       1.392603861953e-13      -4.892286996737e-12       6.064719714684e-16       6.106288518137e-12       9.389515465583e-13      -5.829934447504e-15 
  122       4.606203023825e-10       1.404315895713e-13      -4.966858968839e-12       6.169110234543e-16       5.970599833380e-12       9.227843390229e-13      -5.756609234054e-15 
  123       4.652455808721e-10       1.415465257063e-13      -5.039925007029e-12       6.274649136614e-16       5.838342738697e-12       9.069360738739e-13      -5.682386947344e-15 
  124       4.698785164216e-10       1.426040752560e-13      -5.111413570153e-12       6.381342024288e-16       5.709470159891e-12       8.914053598557e-13      -5.607407751979e-15 
  125       4.745183882231e-10       1.436032150679e-13      -5.181254301688e-12       6.489190832843e-16       5.583995742300e-12       8.761990491306e-13      -5.531845639132e-15 
  126       4.791644068100e-10       1.445429734827e-13      -5.249377122763e-12       6.598197072716e-16       5.461916403705e-12       8.613224207513e-13      -5.455880786033e-15 
  127       4.838157120586e-10       1.454224319315e-13      -5.315712267895e-12       6.708361818183e-16       5.343211847705e-12       8.467791309860e-13      -5.379699617903e-15 
  128       4.884713711893e-10       1.462407265335e-13      -5.380190320717e-12       6.819685696029e-16       5.227844077092e-12       8.325711636436e-13      -5.303494869885e-15 
  129       4.931303767684e-10       1.469970496940e-13      -5.442742249720e-12       6.932168874227e-16       5.115756907223e-12       8.186987803986e-13      -5.227465648978e-15 
  130       4.977916447096e-10       1.476906517017e-13      -5.503299443981e-12       7.045811050613e-16       5.006875479403e-12       8.051604711161e-13      -5.151817495966e-15 
  131       5.024540122754e-10       1.483208423263e-13      -5.561793748897e-12       7.160611441559e-16       4.901105774251e-12       7.919529041767e-13      -5.076762447352e-15 
  132       5.071162360788e-10       1.488869924163e-13      -5.618157501926e-12       7.276568770650e-16       4.798334125081e-12       7.790708768021e-13      -5.002519097291e-15 
  133       5.117769900847e-10       1.493885354968e-13      -5.672323568313e-12       7.393681257359e-16       4.698426731278e-12       7.665072653792e-13      -4.929312659519e-15 
  134       5.164348636115e-10       1.498249693666e-13      -5.724225376829e-12       7.511946605725e-16       4.601229171666e-12       7.542529757861e-13      -4.857375029289e-15 
  135       5.210883593326e-10       1.501958576965e-13      -5.773796955502e-12       7.631361993023e-16       4.506565917894e-12       7.422968937163e-13      -4.786944845299e-15 
  136       5.257358912779e-10       1.505008316263e-13      -5.820972967354e-12       7.751924058442e-16       4.414239847801e-12       7.306258350042e-13      -4.718267551628e-15 
  137       5.303759212351e-10       1.507396190104e-13      -5.865689352465e-12       7.873631466076e-16       4.324074076501e-12       7.192271776790e-13      -4.651535343346e-15 
  138       5.350073881125e-10       1.509121321859e-13      -5.907885253513e-12       7.996492917174e-16       4.236043365082e-12       7.080971706721e-13      -4.586699858604e-15 
  139       5.396293194238e-10       1.510183923582e-13      -5.947501358167e-12       8.120519949380e-16       4.150155450614e-12       6.972333947045e-13      -4.523640131273e-15 
  140       5.442406957656e-10       1.510585045248e-13      -5.984479349850e-12       8.245724441774e-16       4.066409732538e-12       6.866321253520e-13      -4.462220651480e-15 
  141       5.488404496974e-10       1.510326592484e-13      -6.018761947325e-12       8.372118619893e-16       3.984797054646e-12       6.762883003920e-13      -4.402291045974e-15 
  142       5.534274646212e-10       1.509411344304e-13      -6.050292944270e-12       8.499715060744e-16       3.905299487049e-12       6.661954871492e-13      -4.343685758484e-15 
  143       5.580005736622e-10       1.507842970835e-13      -6.079017248868e-12       8.628526697817e-16       3.827890108155e-12       6.563458498429e-13      -4.286223730085e-15 
  144       5.625585585479e-10       1.505626051053e-13      -6.104880923386e-12       8.758566826103e-16       3.752532786641e-12       6.467301169328e-13      -4.229708079559e-15 
  145       5.671001484888e-10       1.502766090510e-13      -6.127831223758e-12       8.889849107106e-16       3.679181963426e-12       6.373375484660e-13      -4.173925783756e-15 
  146       5.716240190582e-10       1.499269539071e-13      -6.147816639168e-12       9.022387573863e-16       3.607782433647e-12       6.281559034231e-13      -4.118647357958e-15 
  147       5.761287910718e-10       1.495143808637e-13      -6.164786931632e-12       9.156196635953e-16       3.538269128631e-12       6.191714070648e-13      -4.063626536242e-15 
  148       5.806130294683e-10       1.490397290883e-13      -6.178693175583e-12       9.291291084516e-16       3.470566897868e-12       6.103687182783e-13      -4.008599951838e-15 
  149       5.850752421887e-10       1.485039374988e-13      -6.189487797450e-12       9.427686097265e-16       3.404590290989e-12       6.017308969241e-13      -3.953286817497e-15 
  150       5.895138790570e-10       1.479080465363e-13      -6.197124615241e-12       9.565397243506e-16       3.340243339735e-12       5.932393711819e-13      -3.897388605849e-15 
  151       5.939273306596e-10       1.472531999386e-13      -6.201558878131e-12       9.704440489146e-16       3.277419339931e-12       5.848739048975e-13      -3.840588729769e-15 
  152       5.983139272255e-10       1.465406465129e-13      -6.202747306036e-12       9.844832201715e-16       3.216000633465e-12       5.766125649293e-13      -3.782552222735e-15 
  153       6.026720606781e-10       1.457717247801e-13      -6.200648361941e-12       9.986586377617e-16       3.155882935646e-12       5.684367740874e-13      -3.723007061849e-15 
  154       6.070005659112e-10       1.449478115671e-13      -6.195223014023e-12       1.012970602339e-15       3.097051320191e-12       5.603470670863e-13      -3.661997313963e-15 
  155       6.112983729769e-10       1.440703719952e-13      -6.186434120156e-12       1.027419097928e-15       3.039510913249e-12       5.523487434644e-13      -3.599653016321e-15 
  156       6.155643866103e-10       1.431409778516e-13      -6.174246241964e-12       1.042004061596e-15       2.983262890446e-12       5.444469068991e-13      -3.536110743725e-15 
  157       6.197974857367e-10       1.421613092756e-13      -6.158625685590e-12       1.056725382538e-15       2.928304383874e-12       5.366464584546e-13      -3.471513704703e-15 
  158       6.239965229787e-10       1.411331564441e-13      -6.139540542462e-12       1.071582901165e-15       2.874628389070e-12       5.289520898288e-13      -3.406011837666e-15 
  159       6.281603241637e-10       1.400584212578e-13      -6.116960730064e-12       1.086576408192e-15       2.822223671998e-12       5.213682766003e-13      -3.339761907079e-15 
  160       6.322876878313e-10       1.389391190268e-13      -6.090858032704e-12       1.101705643720e-15       2.771074676030e-12       5.138992714755e-13      -3.272927599621e-15 
  161       6.363773847402e-10       1.377773801567e-13      -6.061206142278e-12       1.116970296329e-15       2.721161428931e-12       5.065490975360e-13      -3.205679620349e-15 
  162       6.404281573757e-10       1.365754518347e-13      -6.027980699042e-12       1.132370002161e-15       2.672459449840e-12       4.993215414854e-13      -3.138195788863e-15 
  163       6.444387194571e-10       1.353356997148e-13      -5.991159332376e-12       1.147904344008e-15       2.624939656252e-12       4.922201468967e-13      -3.070661135471e-15 
  164       6.484077554448e-10       1.340606096042e-13      -5.950721701558e-12       1.163572850396e-15       2.578568270998e-12       4.852482074591e-13      -3.003267997350e-15 
  165       6.523339200477e-10       1.327527891492e-13      -5.906649536525e-12       1.179374994679e-15       2.533306729232e-12       4.784087602256e-13      -2.936216114712e-15 
  166       6.562158377305e-10       1.314149695209e-13      -5.858926678645e-12       1.195310194116e-15       2.489111585407e-12       4.717045788596e-13      -2.869712726968e-15 
  167       6.600521022208e-10       1.300500071010e-13      -5.807539121484e-12       1.211377808967e-15       2.445934420265e-12       4.651381668823e-13      -2.803972668891e-15 
  168       6.638412760167e-10       1.286608851679e-13      -5.752475051575e-12       1.227577141573e-15       2.403721747809e-12       4.587117509198e-13      -2.739218466781e-15 
  169       6.675818898937e-10       1.272507155825e-13      -5.693724889183e-12       1.243907435447e-15       2.362414922295e-12       4.524272739503e-13      -2.675680434629e-15 
  170       6.712724424124e-10       1.258227404740e-13      -5.631281329077e-12       1.260367874358e-15       2.321950045208e-12       4.462863885510e-13      -2.613596770278e-15 
  171       6.749114982048e-10       1.243802352880e-13      -5.565138640878e-12       1.276957718424e-15       2.282270893872e-12       4.402899826944e-13      -2.553162582483e-15 
  172       6.784979930621e-10       1.229262053290e-13      -5.495290419307e-12       1.293676727029e-15       2.243369111706e-12       4.344367269048e-13      -2.494372001353e-15 
  173       6.820309534600e-10       1.214636670279e-13      -5.421731723602e-12       1.310524769582e-15       2.205247206434e-12       4.287243924581e-13      -2.437163025880e-15 
  174       6.855093999797e-10       1.199957455763e-13      -5.344459838506e-12       1.327501691336e-15       2.167905790511e-12       4.231502993334e-13      -2.381467296677e-15 
  175       6.889323472188e-10       1.185256762098e-13      -5.263474312019e-12       1.344607313034e-15       2.131343541234e-12       4.177113075530e-13      -2.327209983776e-15 
  176       6.922988037010e-10       1.170568054917e-13      -5.178776993145e-12       1.361841430556e-15       2.095557160850e-12       4.124038085225e-13      -2.274309674434e-15 
  177       6.956077717870e-10       1.155925925961e-13      -5.090372069636e-12       1.379203814564e-15       2.060541336668e-12       4.072237163704e-13      -2.222678260938e-15 
