# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2508, i.e. number of multipoles equal to 2507
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
   86       3.068853222622e-10       7.445094830380e-14      -1.906685791848e-12       0.000000000000e+00 
   87       3.107049657133e-10       7.651248737161e-14      -1.988055188025e-12       0.000000000000e+00 
   88       3.145580270491e-10       7.857980853371e-14      -2.070361918030e-12       0.000000000000e+00 
   89       3.184437940449e-10       8.065112211726e-14      -2.153548703046e-12       0.000000000000e+00 
   90       3.223612465537e-10       8.272458899022e-14      -2.237556366688e-12       0.000000000000e+00 
   91       3.263090435301e-10       8.479832043441e-14      -2.322323836550e-12       0.000000000000e+00 
   92       3.302855100558e-10       8.687037801855e-14      -2.407788145744e-12       0.000000000000e+00 
   93       3.342891124007e-10       8.893881459220e-14      -2.493885609027e-12       0.000000000000e+00 
   94       3.383199931237e-10       9.100180459620e-14      -2.580555550145e-12       0.000000000000e+00 
   95       3.423786439351e-10       9.305753320737e-14      -2.667737140546e-12       0.000000000000e+00 
   96       3.464654320394e-10       9.510415739554e-14      -2.755368292182e-12       0.000000000000e+00 
   97       3.505805938585e-10       9.713980636103e-14      -2.843385675177e-12       0.000000000000e+00 
   98       3.547242287557e-10       9.916258197214e-14      -2.931724735496e-12       0.000000000000e+00 
   99       3.588962927594e-10       1.011705592027e-13      -3.020319712611e-12       0.000000000000e+00 
  100       3.630965922866e-10       1.031617865694e-13      -3.109103657171e-12       0.000000000000e+00 
  101       3.673247778672e-10       1.051342865697e-13      -3.198008448667e-12       0.000000000000e+00 
  102       3.715803378670e-10       1.070860561187e-13      -3.286964813103e-12       0.000000000000e+00 
  103       3.758625922120e-10       1.090150669872e-13      -3.375902340660e-12       0.000000000000e+00 
  104       3.801708271775e-10       1.109193141627e-13      -3.464750016467e-12       0.000000000000e+00 
  105       3.845047340109e-10       1.127969674313e-13      -3.553437856510e-12       0.000000000000e+00 
  106       3.888640181353e-10       1.146462411834e-13      -3.641895526672e-12       0.000000000000e+00 
  107       3.932482587065e-10       1.164653492706e-13      -3.730051872399e-12       0.000000000000e+00 
  108       3.976569038863e-10       1.182525059704e-13      -3.817834942000e-12       0.000000000000e+00 
  109       4.020892661168e-10       1.200059269497e-13      -3.905172009959e-12       0.000000000000e+00 
  110       4.065445173942e-10       1.217238302294e-13      -3.991989600235e-12       0.000000000000e+00 
  111       4.110216845427e-10       1.234044371485e-13      -4.078213509572e-12       0.000000000000e+00 
  112       4.155196444884e-10       1.250459733279e-13      -4.163768830806e-12       0.000000000000e+00 
  113       4.200371195332e-10       1.266466696347e-13      -4.248579976168e-12       0.000000000000e+00 
  114       4.245726726287e-10       1.282047631466e-13      -4.332570700593e-12       0.000000000000e+00 
  115       4.291247026501e-10       1.297184981158e-13      -4.415664125024e-12       0.000000000000e+00 
  116       4.336916842311e-10       1.311861754310e-13      -4.497783724618e-12       0.000000000000e+00 
  117       4.382729304524e-10       1.326063057662e-13      -4.578856379829e-12       0.000000000000e+00 
  118       4.428679144386e-10       1.339774769491e-13      -4.658809741774e-12       0.000000000000e+00 
  119       4.474760305580e-10       1.352983085071e-13      -4.737571332012e-12       0.000000000000e+00 
  120       4.520965918597e-10       1.365674530599e-13      -4.815068574388e-12       0.000000000000e+00 
  121       4.567288275092e-10       1.377835977129e-13      -4.891228826867e-12       0.000000000000e+00 
  122       4.613718802248e-10       1.389454654500e-13      -4.965979413372e-12       0.000000000000e+00 
  123       4.660248037140e-10       1.400518165261e-13      -5.039247655622e-12       0.000000000000e+00 
  124       4.706865601096e-10       1.411014498607e-13      -5.110960904970e-12       0.000000000000e+00 
  125       4.753560174061e-10       1.420932044304e-13      -5.181046574239e-12       0.000000000000e+00 
  126       4.800319468957e-10       1.430259606620e-13      -5.249432169563e-12       0.000000000000e+00 
  127       4.847130206047e-10       1.438986418254e-13      -5.316045322220e-12       0.000000000000e+00 
  128       4.893978087300e-10       1.447102154267e-13      -5.380813820473e-12       0.000000000000e+00 
  129       4.940849187286e-10       1.454597349179e-13      -5.443666367013e-12       0.000000000000e+00 
  130       4.987734352857e-10       1.461464670417e-13      -5.504534877619e-12       0.000000000000e+00 
  131       5.034625239917e-10       1.467697811542e-13      -5.563352496004e-12       0.000000000000e+00 
  132       5.081512924797e-10       1.473291118247e-13      -5.620052927478e-12       0.000000000000e+00 
  133       5.128387888756e-10       1.478239605177e-13      -5.674570475977e-12       0.000000000000e+00 
  134       5.175240002478e-10       1.482538972736e-13      -5.726840081094e-12       0.000000000000e+00 
  135       5.222058510572e-10       1.486185623908e-13      -5.776797355108e-12       0.000000000000e+00 
  136       5.268832016072e-10       1.489176681068e-13      -5.824378620012e-12       0.000000000000e+00 
  137       5.315548464930e-10       1.491510002795e-13      -5.869520944547e-12       0.000000000000e+00 
  138       5.362195130523e-10       1.493184200689e-13      -5.912162181228e-12       0.000000000000e+00 
  139       5.408758598145e-10       1.494198656188e-13      -5.952241003374e-12       0.000000000000e+00 
  140       5.455224749509e-10       1.494553537373e-13      -5.989696942140e-12       0.000000000000e+00 
  141       5.501578747244e-10       1.494249815794e-13      -6.024470423546e-12       0.000000000000e+00 
  142       5.547805019395e-10       1.493289283274e-13      -6.056502805506e-12       0.000000000000e+00 
  143       5.593887243923e-10       1.491674568731e-13      -6.085736414856e-12       0.000000000000e+00 
  144       5.639809601318e-10       1.489409287123e-13      -6.112115133210e-12       0.000000000000e+00 
  145       5.685560704359e-10       1.486498467350e-13      -6.135586141426e-12       0.000000000000e+00 
  146       5.731130028116e-10       1.482948198696e-13      -6.156098418313e-12       0.000000000000e+00 
  147       5.776506668476e-10       1.478765519906e-13      -6.173602247078e-12       0.000000000000e+00 
  148       5.821679333933e-10       1.473958436752e-13      -6.188049255511e-12       0.000000000000e+00 
  149       5.866636337370e-10       1.468535939615e-13      -6.199392456169e-12       0.000000000000e+00 
  150       5.911365587853e-10       1.462508021051e-13      -6.207586286560e-12       0.000000000000e+00 
  151       5.955854582411e-10       1.455885693372e-13      -6.212586649327e-12       0.000000000000e+00 
  152       6.000090397826e-10       1.448681006214e-13      -6.214350952432e-12       0.000000000000e+00 
  153       6.044059682419e-10       1.440907064114e-13      -6.212838149338e-12       0.000000000000e+00 
  154       6.087748647839e-10       1.432578044081e-13      -6.208008779197e-12       0.000000000000e+00 
  155       6.131143060844e-10       1.423709213175e-13      -6.199825007028e-12       0.000000000000e+00 
  156       6.174228235096e-10       1.414316946073e-13      -6.188250663908e-12       0.000000000000e+00 
  157       6.216989022938e-10       1.404418742651e-13      -6.173251287149e-12       0.000000000000e+00 
  158       6.259409807191e-10       1.394033245550e-13      -6.154794160486e-12       0.000000000000e+00 
  159       6.301474492933e-10       1.383180257757e-13      -6.132848354261e-12       0.000000000000e+00 
  160       6.343166499289e-10       1.371880760172e-13      -6.107384765606e-12       0.000000000000e+00 
  161       6.384469935515e-10       1.360156456429e-13      -6.078376036322e-12       0.000000000000e+00 
  162       6.425373263366e-10       1.348028325205e-13      -6.045796214010e-12       0.000000000000e+00 
  163       6.465865944415e-10       1.335517972878e-13      -6.009621137631e-12       0.000000000000e+00 
  164       6.505937282137e-10       1.322648110044e-13      -5.969828596422e-12       0.000000000000e+00 
  165       6.545576419148e-10       1.309442566917e-13      -5.926398369516e-12       0.000000000000e+00 
  166       6.584772334438e-10       1.295926308727e-13      -5.879312265563e-12       0.000000000000e+00 
  167       6.623513840608e-10       1.282125451122e-13      -5.828554162352e-12       0.000000000000e+00 
  168       6.661789581106e-10       1.268067275561e-13      -5.774110046432e-12       0.000000000000e+00 
  169       6.699588027463e-10       1.253780244716e-13      -5.715968052733e-12       0.000000000000e+00 
  170       6.736897476526e-10       1.239294017872e-13      -5.654118504187e-12       0.000000000000e+00 
  171       6.773706047694e-10       1.224639466322e-13      -5.588553951351e-12       0.000000000000e+00 
  172       6.810001680157e-10       1.209848688768e-13      -5.519269212023e-12       0.000000000000e+00 
  173       6.845772130129e-10       1.194955026720e-13      -5.446261410872e-12       0.000000000000e+00 
  174       6.881004968082e-10       1.179993079892e-13      -5.369530019050e-12       0.000000000000e+00 
  175       6.915687575985e-10       1.164998721604e-13      -5.289076893818e-12       0.000000000000e+00 
  176       6.949807144537e-10       1.150009114180e-13      -5.204906318169e-12       0.000000000000e+00 
  177       6.983350670404e-10       1.135062724342e-13      -5.117025040443e-12       0.000000000000e+00 
  178       7.016304953453e-10       1.120199338615e-13      -5.025442313956e-12       0.000000000000e+00 
  179       7.048656593990e-10       1.105460078725e-13      -4.930169936613e-12       0.000000000000e+00 
  180       7.080392843067e-10       1.090885962460e-13      -4.831220974591e-12       0.000000000000e+00 
  181       7.111504234774e-10       1.076513426192e-13      -4.728605737150e-12       0.000000000000e+00 
  182       7.141982158360e-10       1.062378475195e-13      -4.622335557205e-12       0.000000000000e+00 
  183       7.171818024342e-10       1.048518116159e-13      -4.512424113044e-12       0.000000000000e+00 
  184       7.201003264878e-10       1.034970367234e-13      -4.398887463104e-12       0.000000000000e+00 
  185       7.229529334148e-10       1.021774268073e-13      -4.281744080743e-12       0.000000000000e+00 
  186       7.257387708728e-10       1.008969889869e-13      -4.161014889017e-12       0.000000000000e+00 
  187       7.284569887973e-10       9.965983453990e-14      -4.036723295451e-12       0.000000000000e+00 
  188       7.311067394387e-10       9.847017990646e-14      -3.908895226815e-12       0.000000000000e+00 
  189       7.336871774011e-10       9.733234769335e-14      -3.777559163899e-12       0.000000000000e+00 
  190       7.361974596788e-10       9.625076767803e-14      -3.642746176287e-12       0.000000000000e+00 
  191       7.386367456954e-10       9.522997781282e-14      -3.504489957128e-12       0.000000000000e+00 
  192       7.410041973403e-10       9.427462522899e-14      -3.362826857917e-12       0.000000000000e+00 
  193       7.432989790075e-10       9.338946724092e-14      -3.217795923261e-12       0.000000000000e+00 
  194       7.455202576327e-10       9.257937235018e-14      -3.069438925661e-12       0.000000000000e+00 
  195       7.476672027314e-10       9.184932124972e-14      -2.917800400281e-12       0.000000000000e+00 
  196       7.497389864365e-10       9.120440782794e-14      -2.762927679724e-12       0.000000000000e+00 
  197       7.517347835362e-10       9.064984017282e-14      -2.604870928806e-12       0.000000000000e+00 
  198       7.536537715115e-10       9.019094157609e-14      -2.443683179332e-12       0.000000000000e+00 
  199       7.554951305742e-10       8.983315153732e-14      -2.279420364868e-12       0.000000000000e+00 
  200       7.572580437048e-10       8.958202676804e-14      -2.112141355516e-12       0.000000000000e+00 
  201       7.589417553148e-10       8.944297897469e-14      -1.941904943355e-12       0.000000000000e+00 
  202       7.605457518254e-10       8.942046524628e-14      -1.768760486487e-12       0.000000000000e+00 
  203       7.620695940759e-10       8.951874170431e-14      -1.592756662969e-12       0.000000000000e+00 
  204       7.635128600676e-10       8.974212175087e-14      -1.413944485673e-12       0.000000000000e+00 
  205       7.648751451750e-10       9.009497629472e-14      -1.232377328054e-12       0.000000000000e+00 
  206       7.661560623566e-10       9.058173397755e-14      -1.048110949903e-12       0.000000000000e+00 
  207       7.673552423663e-10       9.120688140008e-14      -8.612035231180e-13       0.000000000000e+00 
  208       7.684723339639e-10       9.197496334827e-14      -6.717156574585e-13       0.000000000000e+00 
  209       7.695070041268e-10       9.289058301948e-14      -4.797104263120e-13       0.000000000000e+00 
  210       7.704589382605e-10       9.395840224864e-14      -2.852533924540e-13       0.000000000000e+00 
  211       7.713278404097e-10       9.518314173441e-14      -8.841263381061e-14       0.000000000000e+00 
  212       7.721134334697e-10       9.656958126537e-14       1.107412307801e-13       0.000000000000e+00 
  213       7.728154593970e-10       9.812255994619e-14       3.121350158059e-13       0.000000000000e+00 
  214       7.734336794204e-10       9.984697642377e-14       5.156929433184e-13       0.000000000000e+00 
  215       7.739678742524e-10       1.017477891134e-13       7.213366171714e-13       0.000000000000e+00 
  216       7.744178442997e-10       1.038300164251e-13       9.289849972589e-13       0.000000000000e+00 
  217       7.747834098746e-10       1.060987369895e-13       1.138554373753e-12       0.000000000000e+00 
  218       7.750644114061e-10       1.085590898842e-13       1.349958341342e-12       0.000000000000e+00 
  219       7.752607096504e-10       1.112162748600e-13       1.563107773470e-12       0.000000000000e+00 
  220       7.753721859024e-10       1.140755525668e-13       1.777910796572e-12       0.000000000000e+00 
  221       7.753987422069e-10       1.171422447801e-13       1.994272764313e-12       0.000000000000e+00 
  222       7.753403015689e-10       1.204217346269e-13       2.212096231830e-12       0.000000000000e+00 
  223       7.751968081653e-10       1.239194668121e-13       2.431280929964e-12       0.000000000000e+00 
  224       7.749682477070e-10       1.276405818656e-13       2.651728991512e-12       0.000000000000e+00 
  225       7.746547095423e-10       1.315887922901e-13       2.873361056638e-12       0.000000000000e+00 
  226       7.742563289554e-10       1.357674345853e-13       3.096101153209e-12       0.000000000000e+00 
  227       7.737732676317e-10       1.401798280888e-13       3.319871524689e-12       0.000000000000e+00 
  228       7.732057139164e-10       1.448292743319e-13       3.544592616883e-12       0.000000000000e+00 
  229       7.725538830741e-10       1.497190563937e-13       3.770183064674e-12       0.000000000000e+00 
  230       7.718180175472e-10       1.548524382565e-13       3.996559678776e-12       0.000000000000e+00 
  231       7.709983872155e-10       1.602326641598e-13       4.223637432468e-12       0.000000000000e+00 
  232       7.700952896546e-10       1.658629579559e-13       4.451329448339e-12       0.000000000000e+00 
  233       7.691090503955e-10       1.717465224642e-13       4.679546985036e-12       0.000000000000e+00 
  234       7.680400231833e-10       1.778865388259e-13       4.908199423999e-12       0.000000000000e+00 
  235       7.668885902360e-10       1.842861658595e-13       5.137194256209e-12       0.000000000000e+00 
  236       7.656551625041e-10       1.909485394147e-13       5.366437068932e-12       0.000000000000e+00 
  237       7.643401799290e-10       1.978767717277e-13       5.595831532455e-12       0.000000000000e+00 
  238       7.629441117025e-10       2.050739507761e-13       5.825279386837e-12       0.000000000000e+00 
  239       7.614674565253e-10       2.125431396331e-13       6.054680428648e-12       0.000000000000e+00 
  240       7.599107428666e-10       2.202873758230e-13       6.283932497709e-12       0.000000000000e+00 
  241       7.582745292225e-10       2.283096706755e-13       6.512931463843e-12       0.000000000000e+00 
  242       7.565594043757e-10       2.366130086807e-13       6.741571213609e-12       0.000000000000e+00 
  243       7.547659876536e-10       2.452003468440e-13       6.969743637051e-12       0.000000000000e+00 
  244       7.528949291884e-10       2.540746140405e-13       7.197338614437e-12       0.000000000000e+00 
  245       7.509469101750e-10       2.632387103701e-13       7.424244003006e-12       0.000000000000e+00 
  246       7.489226431311e-10       2.726955065123e-13       7.650345623705e-12       0.000000000000e+00 
  247       7.468228721552e-10       2.824478430809e-13       7.875527247939e-12       0.000000000000e+00 
  248       7.446483731862e-10       2.924985299788e-13       8.099670584308e-12       0.000000000000e+00 
  249       7.423999542625e-10       3.028503457528e-13       8.322655265353e-12       0.000000000000e+00 
  250       7.400784282486e-10       3.135056745903e-13       8.544366132871e-12       0.000000000000e+00 
  251       7.376845287363e-10       3.244653954094e-13       8.764715587490e-12       0.000000000000e+00 
  252       7.352189897925e-10       3.357299273912e-13       8.983622503409e-12       0.000000000000e+00 
  253       7.326825732598e-10       3.472995852375e-13       9.201005046604e-12       0.000000000000e+00 
  254       7.300760689622e-10       3.591745778316e-13       9.416780675533e-12       0.000000000000e+00 
  255       7.274002949122e-10       3.713550069011e-13       9.630866141830e-12       0.000000000000e+00 
  256       7.246560975166e-10       3.838408656791e-13       9.843177491008e-12       0.000000000000e+00 
  257       7.218443517835e-10       3.966320375662e-13       1.005363006316e-11       0.000000000000e+00 
  258       7.189659615278e-10       4.097282947925e-13       1.026213849366e-11       0.000000000000e+00 
  259       7.160218595782e-10       4.231292970793e-13       1.046861671387e-11       0.000000000000e+00 
  260       7.130130079836e-10       4.368345903007e-13       1.067297795181e-11       0.000000000000e+00 
  261       7.099403982188e-10       4.508436051461e-13       1.087513473290e-11       0.000000000000e+00 
  262       7.068050513918e-10       4.651556557813e-13       1.107499888064e-11       0.000000000000e+00 
  263       7.036080184491e-10       4.797699385107e-13       1.127248151730e-11       0.000000000000e+00 
  264       7.003503803832e-10       4.946855304393e-13       1.146749306465e-11       0.000000000000e+00 
  265       6.970332484378e-10       5.099013881340e-13       1.165994324461e-11       0.000000000000e+00 
  266       6.936577643152e-10       5.254163462861e-13       1.184974108003e-11       0.000000000000e+00 
  267       6.902251003820e-10       5.412291163725e-13       1.203679489530e-11       0.000000000000e+00 
  268       6.867364598755e-10       5.573382853180e-13       1.222101231710e-11       0.000000000000e+00 
  269       6.831930771105e-10       5.737423141571e-13       1.240230027513e-11       0.000000000000e+00 
  270       6.795962176851e-10       5.904395366954e-13       1.258056500272e-11       0.000000000000e+00 
  271       6.759471786875e-10       6.074281581720e-13       1.275571203762e-11       0.000000000000e+00 
  272       6.722472889022e-10       6.247062539210e-13       1.292764622265e-11       0.000000000000e+00 
  273       6.684979090162e-10       6.422717680334e-13       1.309627170642e-11       0.000000000000e+00 
  274       6.647004318256e-10       6.601225120189e-13       1.326149194403e-11       0.000000000000e+00 
  275       6.608562824418e-10       6.782561634680e-13       1.342320969775e-11       0.000000000000e+00 
  276       6.569669184979e-10       6.966702647133e-13       1.358132703774e-11       0.000000000000e+00 
  277       6.530338303553e-10       7.153622214921e-13       1.373574534277e-11       0.000000000000e+00 
  278       6.490585413095e-10       7.343293016074e-13       1.388636530085e-11       0.000000000000e+00 
  279       6.450425273687e-10       7.535685172496e-13       1.403309469857e-11       0.000000000000e+00 
  280       6.409869715625e-10       7.730762679636e-13       1.417587223400e-11       0.000000000000e+00 
  281       6.368929973059e-10       7.928486765772e-13       1.431464493885e-11       0.000000000000e+00 
  282       6.327617477639e-10       8.128817023657e-13       1.444936051362e-11       0.000000000000e+00 
  283       6.285943859339e-10       8.331711395353e-13       1.457996734029e-11       0.000000000000e+00 
  284       6.243920947287e-10       8.537126157060e-13       1.470641449495e-11       0.000000000000e+00 
  285       6.201560770596e-10       8.745015903948e-13       1.482865176050e-11       0.000000000000e+00 
  286       6.158875559185e-10       8.955333534988e-13       1.494662963930e-11       0.000000000000e+00 
  287       6.115877744614e-10       9.168030237785e-13       1.506029936581e-11       0.000000000000e+00 
  288       6.072579960910e-10       9.383055473406e-13       1.516961291930e-11       0.000000000000e+00 
  289       6.028995045392e-10       9.600356961215e-13       1.527452303650e-11       0.000000000000e+00 
  290       5.985136039505e-10       9.819880663700e-13       1.537498322423e-11       0.000000000000e+00 
  291       5.941016189643e-10       1.004157077131e-12       1.547094777209e-11       0.000000000000e+00 
  292       5.896648947978e-10       1.026536968728e-12       1.556237176516e-11       0.000000000000e+00 
  293       5.852047973292e-10       1.049121801246e-12       1.564921109659e-11       0.000000000000e+00 
  294       5.807227131800e-10       1.071905453017e-12       1.573142248033e-11       0.000000000000e+00 
  295       5.762200497981e-10       1.094881619098e-12       1.580896346373e-11       0.000000000000e+00 
  296       5.716982355407e-10       1.118043809762e-12       1.588179244030e-11       0.000000000000e+00 
  297       5.671587197568e-10       1.141385348972e-12       1.594986866226e-11       0.000000000000e+00 
  298       5.626029728701e-10       1.164899372871e-12       1.601315225329e-11       0.000000000000e+00 
  299       5.580324864621e-10       1.188578828262e-12       1.607160422115e-11       0.000000000000e+00 
  300       5.534487733547e-10       1.212416471093e-12       1.612518647038e-11       0.000000000000e+00 
  301       5.488533676928e-10       1.236404864937e-12       1.617386181493e-11       0.000000000000e+00 
  302       5.442478250276e-10       1.260536379480e-12       1.621759399082e-11       0.000000000000e+00 
  303       5.396337223990e-10       1.284803188998e-12       1.625634766884e-11       0.000000000000e+00 
  304       5.350126584185e-10       1.309197270846e-12       1.629008846721e-11       0.000000000000e+00 
  305       5.303862533522e-10       1.333710403937e-12       1.631878296421e-11       0.000000000000e+00 
  306       5.257561492034e-10       1.358334167227e-12       1.634239871085e-11       0.000000000000e+00 
  307       5.211240097956e-10       1.383059938199e-12       1.636090424359e-11       0.000000000000e+00 
  308       5.164915208552e-10       1.407878891343e-12       1.637426909693e-11       0.000000000000e+00 
